Type,Date,Num,Name,Item,Account,Rep,Sales Tax Code,Qty,Sales Price,Amount
Invoice,03/03/2026,AS011080,Barclays Computers (Pvt) Ltd,BDCOM:S1500-16T (BDCOM S1500-16T Switch),BDCOM,AR,Taxable Sales,1.00,"16,450.00","16,450.00"
Invoice,03/03/2026,AS011080,Barclays Computers (Pvt) Ltd,BDCOM:S1500-24T2S (S1500-24T2S BDCOM Switch),BDCOM,AR,Taxable Sales,1.00,"24,200.00","24,200.00"
Invoice,03/03/2026,AS011081,Barclays Computers (Pvt) Ltd,Synology:DS225+ (Synology DiskStation DS225+ 2Bay NAS),Synology,AS,Taxable Sales,2.00,"116,000.00","232,000.00"
Invoice,03/03/2026,AS011082,NOLIMIT,BDCOM:S1500-24T2S (S1500-24T2S BDCOM Switch),BDCOM,AR,Taxable Sales,2.00,"27,500.00","55,000.00"
Credit Memo,03/05/2026,AS00128,I M Solutions,BDCOM:S1500-24P2S-370 (S1500-24P2S-370 BDCOM Switch),BDCOM,,Taxable Sales,-1.00,"62,000.00","-62,000.00"
Credit Memo,03/05/2026,AS00128,I M Solutions,BDCOM:S1500-24T2S (S1500-24T2S BDCOM Switch),BDCOM,,Taxable Sales,-1.00,"24,980.00","-24,980.00"
Invoice,03/05/2026,AS011083,Prime Pulse Solutions (Pvt) Ltd,BDCOM:S1500-8T (BDCOM 8-Port Gigabit RJ45 Unmanaged Switch),BDCOM,AD,Taxable Sales,1.00,"5,000.00","5,000.00"
Invoice,03/06/2026,AS011084,Penguin Shipping Enterprises (Pvt) Ltd.,HDD:HAT3320-8T (Synology 8TB Plus Hard Drive),Hard Drive,AD,Non-Taxable Sales,2.00,"119,180.00","238,360.00"
Invoice,03/06/2026,AS011085,Chama Computers (Pvt) Ltd,BDCOM:S1500-16T (BDCOM S1500-16T Switch),BDCOM,AD,Taxable Sales,1.00,"16,500.00","16,500.00"
Invoice,03/07/2026,AS011086,Techno Mobile & CCTV,BDCOM:S1200-16P2G1S (BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Sw...,BDCOM,AR,Non-Taxable Sales,1.00,"23,600.00","23,600.00"
Invoice,03/09/2026,AS011087,MARS Network (Pvt) Ltd,Synology:DS925+ (Synology NAS DS925+ 4 Bay NAS),Synology,A,Taxable Sales,1.00,"204,000.00","204,000.00"
Invoice,03/09/2026,AS011087,MARS Network (Pvt) Ltd,HDD:HAT3320-8T (Synology 8TB Plus Hard Drive),Hard Drive,A,Taxable Sales,5.00,"96,300.00","481,500.00"
Invoice,03/09/2026,AS011088,KBSL Information Technologies Ltd,Synology:RS2825RP+ (Synology RackStation RS2825RP+ 16 Bay NAS),Synology,A,Taxable Sales,1.00,"1,768,837.50","1,768,837.50"
Invoice,03/09/2026,AS011088,KBSL Information Technologies Ltd,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,A,Taxable Sales,7.00,"162,405.00","1,136,835.00"
Invoice,03/09/2026,AS011088,KBSL Information Technologies Ltd,Synology:2 U Sliding Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,03/09/2026,AS011089,MARS Network (Pvt) Ltd,Synology:DS223 (Synology Diskstation DS223  2Bay),Synology,A,Taxable Sales,1.00,"93,150.00","93,150.00"
Invoice,03/10/2026,AS011090,Intek Solutions,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AD,Non-Taxable Sales,2.00,"24,190.00","48,380.00"
Invoice,03/11/2026,AS011091,Tech Crop Solutions (Pvt) Ltd,Synology:DS1825+ (Synology Disktation DS1825+ NAS Unit),Synology,AD,Taxable Sales,1.00,"379,000.00","379,000.00"
Invoice,03/11/2026,AS011091,Tech Crop Solutions (Pvt) Ltd,HDD:2 TB NAS (2 TB Seagate Ironwolf NAS Hard Drive),Hard Drive,AD,Taxable Sales,3.00,"36,000.00","108,000.00"
Invoice,03/11/2026,AS011092,Smart Moves & Repairs,Synology:DS425+ (Synology DiskStation DS425+ 4 Bay),Synology,AD,Non-Taxable Sales,1.00,"197,060.00","197,060.00"
Invoice,03/11/2026,AS011092,Smart Moves & Repairs,HDD:2 TB NAS (2 TB Seagate Ironwolf NAS Hard Drive),Hard Drive,AD,Non-Taxable Sales,2.00,"42,480.00","84,960.00"
Invoice,03/11/2026,AS011092,Smart Moves & Repairs,Draytek:Vigor 2927 (Draytek Vigor 2927 Security Appliance. Dual Wan),Draytek,AD,Non-Taxable Sales,1.00,"75,520.00","75,520.00"
Invoice,03/11/2026,AS011093,Adapt Information Technologies,Synology:DS425+ (Synology DiskStation DS425+ 4 Bay),Synology,A,Taxable Sales,1.00,"171,000.00","171,000.00"
Invoice,03/11/2026,AS011093,Adapt Information Technologies,HDD:2 TB NAS (2 TB Seagate Ironwolf NAS Hard Drive),Hard Drive,A,Taxable Sales,2.00,"36,000.00","72,000.00"
Invoice,03/13/2026,AS011094,LANKA MOUNT CASTLE (PVT) LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"15,712.50","15,712.50"
Invoice,03/13/2026,AS011095,AMTEC ELECTRONIC (PVT) LTD,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AR,Non-Taxable Sales,3.00,"15,900.00","47,700.00"
Invoice,03/13/2026,AS011096,Debug Computer Peripherals (Pvt) Ltd,BDCOM:S1500-16T (BDCOM S1500-16T Switch),BDCOM,AD,Taxable Sales,1.00,"18,000.00","18,000.00"
Invoice,03/14/2026,AS011097,Green City Global (pvt) Ltd,BDCOM:SFP+ SX,BDCOM,AR,Non-Taxable Sales,24.00,"9,200.00","220,800.00"
Invoice,03/16/2026,AS011098,Softlogic Information Technologies (Pvt),Synology:DS1525+ (Synology DiskStation DS1525+ 5Bay NAS),Synology,A,Taxable Sales,1.00,"265,275.00","265,275.00"
Invoice,03/16/2026,AS011098,Softlogic Information Technologies (Pvt),HDD:HAT3310-12T (12TB Synology Plus HDD),Hard Drive,A,Taxable Sales,2.00,"128,587.50","257,175.00"
Invoice,03/16/2026,AS011099,Studio Dreambox,Synology:DS1825+ (Synology Disktation DS1825+ NAS Unit),Synology,AD,Non-Taxable Sales,1.00,"447,000.00","447,000.00"
Invoice,03/17/2026,AS011100,Supervision Technology (Pvt) Ltd,Draytek:Vigor 2915 (Draytek Vigor 2915 Security Appliance),Draytek,AD,Taxable Sales,4.00,"39,000.00","156,000.00"
Invoice,03/18/2026,AS011101,J Teem Solutions,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,5.00,"11,000.00","55,000.00"
Invoice,03/18/2026,AS011101,J Teem Solutions,BDCOM:S1200-16P2G1S (BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Sw...,BDCOM,AR,Non-Taxable Sales,1.00,"23,800.00","23,800.00"
Invoice,03/18/2026,AS011101,J Teem Solutions,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AR,Non-Taxable Sales,5.00,"16,500.00","82,500.00"
Invoice,03/18/2026,AS011101,J Teem Solutions,BDCOM S1500-4P2G (BDCOM S1500-4P2G Switch),BDCOM,AR,Non-Taxable Sales,5.00,"11,000.00","55,000.00"
Invoice,03/19/2026,AS011102,Openlink (PVT) Ltd,HDD:HAT3310-12T (12TB Synology Plus HDD),Hard Drive,A,Taxable Sales,4.00,"151,000.00","604,000.00"
Invoice,03/19/2026,AS011103,Adapt Information Technologies,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,A,Taxable Sales,1.00,"132,000.00","132,000.00"
Invoice,03/19/2026,AS011103,Adapt Information Technologies,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,A,Taxable Sales,4.00,"90,000.00","360,000.00"
Invoice,03/19/2026,AS011104,Information Technologies & Enterprise Sol,HDD:HAT5310-20T (Synology 20TB Enterprise Hard Drive),Hard Drive,A,Non-Taxable Sales,2.00,"363,440.00","726,880.00"
Invoice,03/19/2026,AS011105,Mr Amila Nuwan,BDCOM:S1500-8T (BDCOM 8-Port Gigabit RJ45 Unmanaged Switch),BDCOM,AR,Non-Taxable Sales,1.00,"6,200.00","6,200.00"
Invoice,03/20/2026,AS011106,Prime Pulse Solutions (Pvt) Ltd,Synology:RS822RP+ (Synology Rackstation RS822RP+),Synology,AD,Taxable Sales,1.00,"621,000.00","621,000.00"
Invoice,03/20/2026,AS011106,Prime Pulse Solutions (Pvt) Ltd,HDD:HAT3320-8T (Synology 8TB Plus Hard Drive),Hard Drive,AD,Taxable Sales,4.00,"103,000.00","412,000.00"
Invoice,03/20/2026,AS011106,Prime Pulse Solutions (Pvt) Ltd,Synology:1 U Fixed Rail Kit,Synology,AD,Taxable Sales,1.00,,
Invoice,03/20/2026,AS011106,Prime Pulse Solutions (Pvt) Ltd,Synalyzer Software (Synalyzer Software),Software,AD,Taxable Sales,1.00,,
Invoice,03/20/2026,AS011107,LANKA COMMODITY BROKERS LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"19,190.31","19,190.31"
Invoice,03/20/2026,AS011108,LANKA COMMODITY BROKERS LTD,Services,Support and Maintenance,AS,Taxable Sales,1.00,"6,993.75","6,993.75"
Invoice,03/20/2026,AS011109,AL - ARAF HOTELS & RESORT (PVT) LTD,Hosting (Hosting),Support and Maintenance,AS,Taxable Sales,1.00,"3,147.50","3,147.50"
Invoice,03/20/2026,AS011110,Wiscom Information Technology (Pvt) Ltd,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"12,500.00","12,500.00"
Invoice,03/20/2026,AS011111,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,03/20/2026,AS011112,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,03/23/2026,AS011113,VS Information Systems (Pvt) Ltd,Synology:DS425+ (Synology DiskStation DS425+ 4 Bay),Synology,A,Taxable Sales,1.00,"192,375.00","192,375.00"
Invoice,03/23/2026,AS011113,VS Information Systems (Pvt) Ltd,HDD:2TB SSD 225S (2TB SSD225S Transcend),Hard Drive,A,Taxable Sales,2.00,"293,625.00","587,250.00"
Invoice,03/23/2026,AS011114,AlloT Technologies (Pvt) Ltd,BDCOM:S1500-16P2S (BDCOM S1500-16P2S POE Switch),BDCOM,AD,Taxable Sales,2.00,"39,500.00","79,000.00"
Invoice,03/23/2026,AS011114,AlloT Technologies (Pvt) Ltd,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AD,Taxable Sales,2.00,"12,000.00","24,000.00"
Invoice,03/23/2026,AS011115,Fazaal Ceramics,Services,Support and Maintenance,AS,Non-Taxable Sales,2.00,"5,900.00","11,800.00"
Invoice,03/24/2026,AS011116,Anexta Business Solutions (Pvt) Ltd,BDCOM:S1500-8T (BDCOM 8-Port Gigabit RJ45 Unmanaged Switch),BDCOM,AD,Taxable Sales,1.00,"5,500.00","5,500.00"
Invoice,03/24/2026,AS011117,Telasis Solutions (Pvt) Ltd,RS822+ (Synology Rack Station RS822+),Synology,A,Taxable Sales,1.00,"442,000.00","442,000.00"
Invoice,03/24/2026,AS011117,Telasis Solutions (Pvt) Ltd,HDD:HAT3320-8T (Synology 8TB Plus Hard Drive),Hard Drive,A,Taxable Sales,3.00,"97,000.00","291,000.00"
Invoice,03/24/2026,AS011117,Telasis Solutions (Pvt) Ltd,Synology:1 U Fixed Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,03/25/2026,AS011118,Barclays Computers (Pvt) Ltd,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,AS,Taxable Sales,2.00,"133,300.00","266,600.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,BDCOM:WAP2100-T512 (BDCOM WAP2100-T512),BDCOM,AR,Taxable Sales,1.00,"16,950.00","16,950.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AR,Taxable Sales,2.00,"20,000.00","40,000.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,S1000-4P2F (BDCOM S1000-4P2F Switch),BDCOM,AR,Taxable Sales,3.00,"5,300.00","15,900.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AR,Taxable Sales,2.00,"13,200.00","26,400.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,BDCOM:S1500-8T (BDCOM 8-Port Gigabit RJ45 Unmanaged Switch),BDCOM,AR,Taxable Sales,10.00,"5,000.00","50,000.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),BDCOM,AR,Taxable Sales,3.00,"7,000.00","21,000.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Taxable Sales,2.00,"9,200.00","18,400.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,BDCOM S1500-5T (BDCOM S1500-5T Switch),BDCOM,AR,Taxable Sales,4.00,"3,700.00","14,800.00"
Invoice,03/25/2026,AS011119,Barclays Computers (Pvt) Ltd,BDCOM S1500-4P2G (BDCOM S1500-4P2G Switch),BDCOM,AR,Taxable Sales,2.00,"9,400.00","18,800.00"
Invoice,03/25/2026,AS011120,Berlin Engineering (PVT) LTD,BDCOM:WAP2100-T512 (BDCOM WAP2100-T512),BDCOM,AR,Non-Taxable Sales,1.00,"21,000.00","21,000.00"
Invoice,03/25/2026,AS011120,Berlin Engineering (PVT) LTD,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AR,Non-Taxable Sales,1.00,"17,500.00","17,500.00"
Invoice,03/25/2026,AS011121,E-Net Integrated Solutions (Pvt) Ltd,BDCOM S1500-4P2G (BDCOM S1500-4P2G Switch),BDCOM,AR,Non-Taxable Sales,1.00,"11,000.00","11,000.00"
Invoice,03/26/2026,AS011122,Tekki (Pvt) Ltd,Rental,Other Sales,AS,Non-Taxable Sales,20.00,"2,360.00","47,200.00"
Invoice,03/27/2026,AS011123,Call Lanka Telecom (Pvt) Ltd,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,AS,Taxable Sales,1.00,"267,440.00","267,440.00"
Invoice,03/27/2026,AS011123,Call Lanka Telecom (Pvt) Ltd,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,AS,Taxable Sales,2.00,,
Invoice,03/27/2026,AS011124,Adapt Information Technologies,Acronis,Acronics,A,Taxable Sales,1.00,"213,000.00","213,000.00"
Invoice,03/30/2026,AS011125,Data Management Systems (Pvt) Limited,Synology:DS925+ (Synology NAS DS925+ 4 Bay NAS),Synology,A,Taxable Sales,1.00,"275,000.00","275,000.00"
Invoice,03/30/2026,AS011125,Data Management Systems (Pvt) Limited,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,A,Taxable Sales,4.00,"75,000.00","300,000.00"
Invoice,03/30/2026,AS011126,Southern Technologies,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,5.00,"10,600.00","53,000.00"
Invoice,03/30/2026,AS011127,BlueChip Technical Services(Pvt)Ltd,Rental,Other Sales,A,Taxable Sales,1.00,"70,000.00","70,000.00"
Invoice,03/30/2026,AS011128,MM Trade Stationers (Pvt) Ltd.,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,AR,Taxable Sales,2.00,"226,500.00","453,000.00"
Invoice,03/30/2026,AS011129,E Technology System (Pvt) Ltd,Synology:DS425+ (Synology DiskStation DS425+ 4 Bay),Synology,AD,Taxable Sales,1.00,"173,000.00","173,000.00"
Invoice,03/30/2026,AS011130,Dilru Production (Pvt) Ltd,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AD,Non-Taxable Sales,1.00,"26,550.00","26,550.00"
Invoice,03/30/2026,AS011131,Hexar Evolution (Pvt) Ltd,Synology:DS925+ (Synology NAS DS925+ 4 Bay NAS),Synology,AD,Taxable Sales,1.00,"211,000.00","211,000.00"
Invoice,03/30/2026,AS011131,Hexar Evolution (Pvt) Ltd,HDD:HAT3320-8T (Synology 8TB Plus Hard Drive),Hard Drive,AD,Taxable Sales,2.00,"115,000.00","230,000.00"
Invoice,03/30/2026,AS011131,Hexar Evolution (Pvt) Ltd,Synalyzer Software (Synalyzer Software),Software,AD,Taxable Sales,1.00,,
Invoice,03/30/2026,AS011132,Call Lanka Telecom (Pvt) Ltd,BDCOM:WAP2100-T512 (BDCOM WAP2100-T512),BDCOM,AS,Taxable Sales,3.00,"17,650.00","52,950.00"
Invoice,03/30/2026,AS011132,Call Lanka Telecom (Pvt) Ltd,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AS,Taxable Sales,3.00,"13,650.00","40,950.00"
Invoice,03/30/2026,AS011133,Berlin Engineering (PVT) LTD,BDCOM:S1500-24P2S-370 (S1500-24P2S-370 BDCOM Switch),BDCOM,AR,Non-Taxable Sales,1.00,"72,500.00","72,500.00"
Invoice,03/31/2026,AS011134,Enico Chemical Industries Pvt Ltd,Acronis Antivirus (Acronis Advanced Antivirus Enpoint Detection & Response (EDR)),Acronics,AD,Taxable Sales,1.00,"3,600.00","3,600.00"
,,,,,,,,,,"163,448,510.37"
,,,,,,,,,,
