Type,Date,Num,Name,Item,Account,Rep,Sales Tax Code,Qty,Sales Price,Amount
Invoice,04/01/2025,AS010551,Base Hp (Pvt) Ltd,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,2.00,"45,000.00","90,000.00"
Invoice,04/01/2025,AS010551,Base Hp (Pvt) Ltd,512GB NVme G3 SSD (512GB NVMe Gen3 SSD),SSD,A,Taxable Sales,2.00,"11,000.00","22,000.00"
Invoice,04/01/2025,AS010552,Barclays Computers (Pvt) Ltd,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,AS,Taxable Sales,2.00,"136,589.83","273,179.66"
Invoice,04/01/2025,AS010553,Barclays Computers (Pvt) Ltd,BDCOM:S1518-16P-330 (BDCOM S1518-16P-330 16Port Unmanaged Gigabit POE Switch),BDCOM,AR,Taxable Sales,1.00,"42,200.00","42,200.00"
Invoice,04/01/2025,AS010554,Liyakta Office Systems (Pvt) Ltd,Synology:DS223j (Synology DS223j  ),Synology,AD,Taxable Sales,1.00,"64,000.00","64,000.00"
Invoice,04/01/2025,AS010554,Liyakta Office Systems (Pvt) Ltd,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),Hard Drive,AD,Taxable Sales,2.00,"33,800.00","67,600.00"
Invoice,04/01/2025,AS010555,ARC ONE (Pvt) Ltd,HDD:12 TB NAS (12 TB Seagate Ironwolf NAS Hard Drive),Hard Drive,AD,Taxable Sales,1.00,"156,000.00","156,000.00"
Invoice,04/02/2025,AS010556,Rapidventure (Pvt) Ltd,Draytek:Vigor 2915 (Draytek Vigor 2915 Security Appliance),Draytek,AD,Taxable Sales,1.00,"38,500.00","38,500.00"
Invoice,04/02/2025,AS010556,Rapidventure (Pvt) Ltd,Draytek,Draytek,AD,Taxable Sales,1.00,"20,000.00","20,000.00"
Invoice,04/02/2025,AS010557,POWER HOUSE (PVT) LTD,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,A,Taxable Sales,4.00,"133,500.00","534,000.00"
Invoice,04/03/2025,AS010558,E-Net Integrated Solutions (Pvt) Ltd,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,1.00,"10,500.00","10,500.00"
Invoice,04/07/2025,AS010559,Base Hp (Pvt) Ltd,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,A,Taxable Sales,1.00,"178,800.00","178,800.00"
Invoice,04/07/2025,AS010559,Base Hp (Pvt) Ltd,HDD:HAT3310-8T (Synology 8TB Plus Hard Drive),Hard Drive,A,Taxable Sales,2.00,"88,500.00","177,000.00"
Invoice,04/07/2025,AS010559,Base Hp (Pvt) Ltd,Acronis,Acronics,A,Taxable Sales,1.00,"444,000.00","444,000.00"
Invoice,04/07/2025,AS010560,Star Technology,BDCOM:GSFP-SX-D,BDCOM,AD,Non-Taxable Sales,2.00,"4,800.00","9,600.00"
Invoice,04/08/2025,AS010561,E Con Network (Pvt) Ltd,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AR,Taxable Sales,20.00,"14,500.00","290,000.00"
Invoice,04/09/2025,AS010562,E-Net Integrated Solutions (Pvt) Ltd,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AR,Non-Taxable Sales,1.00,"23,600.00","23,600.00"
Invoice,04/09/2025,AS010563,Enash Global (Pvt) Ltd,S2900-24P4X (BDCOM S2900-24P4X Switch),BDCOM,AD,Non-Taxable Sales,1.00,"163,400.00","163,400.00"
Invoice,04/09/2025,AS010563,Enash Global (Pvt) Ltd,BDCOM:GSFP-SX-D,BDCOM,AD,Non-Taxable Sales,2.00,,
Invoice,04/10/2025,AS010564,Data Management Systems (Pvt) Limited,Synology:RS1221RP+,Synology,A,Taxable Sales,1.00,"1,080,000.00","1,080,000.00"
Invoice,04/10/2025,AS010564,Data Management Systems (Pvt) Limited,HDD:HAT3310-8T (Synology 8TB Plus Hard Drive),Hard Drive,A,Taxable Sales,4.00,,
Invoice,04/10/2025,AS010564,Data Management Systems (Pvt) Limited,Synology:2 U Sliding Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,04/10/2025,AS010565,Sampath I T Solutions Limited,Synology:DS923+ (Synology NAS DS923+ 4 Bay NAS),Synology,A,Taxable Sales,1.00,"212,625.00","212,625.00"
Invoice,04/10/2025,AS010565,Sampath I T Solutions Limited,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,3.00,"39,082.50","117,247.50"
Invoice,04/10/2025,AS010565,Sampath I T Solutions Limited,Synology:DS923+ (Synology NAS DS923+ 4 Bay NAS),Synology,A,Taxable Sales,1.00,"212,625.00","212,625.00"
Invoice,04/10/2025,AS010565,Sampath I T Solutions Limited,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,3.00,"39,082.50","117,247.50"
Invoice,04/11/2025,AS010566,MM Trade Stationers (Pvt) Ltd.,Synology:DS224+ (Synology DiskStation DS224+  2Bay),Synology,AR,Taxable Sales,1.00,"122,000.00","122,000.00"
Invoice,04/11/2025,AS010567,Fentons Ltd,Acronis:Acronis Cyber Backup (Acronis Cyber Backup),Acronics,A,Taxable Sales,12.00,"55,937.00","671,244.00"
Invoice,04/11/2025,AS010567,Fentons Ltd,Acronis:Acronis Cyber Backup (Acronis Cyber Backup),Acronics,A,Taxable Sales,2.00,"102,190.00","204,380.00"
Invoice,04/17/2025,AS010568,Hexar Evolution (Pvt) Ltd,Acronis:Acronis Cyber Backup (Acronis Cyber Backup),Acronics,AD,Taxable Sales,5.00,"218,000.00","1,090,000.00"
Invoice,04/17/2025,AS010569,Ceylinco General Insurance Limited,HDD:16TB Sea Exos (16 TB Seagate Exos Enterprise Hard Drives),Hard Drive,AS,Taxable Sales,2.00,"175,000.00","350,000.00"
Invoice,04/18/2025,AS010570,Data Management Systems (Pvt) Limited,MA (Maintenance  Agreement),Support and Maintenance,AS,Taxable Sales,1.00,"583,000.00","583,000.00"
Invoice,04/21/2025,AS010571,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,04/21/2025,AS010572,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,04/21/2025,AS010573,Base Hp (Pvt) Ltd,Synology:DS923+ (Synology NAS DS923+ 4 Bay NAS),Synology,AD,Taxable Sales,1.00,"227,000.00","227,000.00"
Invoice,04/21/2025,AS010573,Base Hp (Pvt) Ltd,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,AD,Taxable Sales,4.00,"68,000.00","272,000.00"
Invoice,04/21/2025,AS010574,Softlogic Information Technologies (Pvt),Synology:RS1221+ (Synology  RS1221+  8Bay NAS),Synology,A,Taxable Sales,1.00,"524,000.00","524,000.00"
Invoice,04/21/2025,AS010574,Softlogic Information Technologies (Pvt),HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,A,Taxable Sales,6.00,"69,000.00","414,000.00"
Invoice,04/21/2025,AS010574,Softlogic Information Technologies (Pvt),Synology:Dual Port F2 Card,Synology,A,Taxable Sales,1.00,"127,000.00","127,000.00"
Invoice,04/21/2025,AS010574,Softlogic Information Technologies (Pvt),Synology:2 U Sliding Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,04/22/2025,AS010575,Techtron Integrated Solutions (Pvt) Ltd,RAM,Hardware,AS,Taxable Sales,1.00,"131,000.00","131,000.00"
Invoice,04/23/2025,AS010576,THE COMPUTER CENTER (PVT) LTD,Synology:DS1522+ (Synology DiskStation DS1522+),Synology,AS,Taxable Sales,1.00,"292,000.00","292,000.00"
Invoice,04/23/2025,AS010576,THE COMPUTER CENTER (PVT) LTD,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,AS,Taxable Sales,5.00,"130,000.00","650,000.00"
Invoice,04/23/2025,AS010577,TechBio Distribution Lanka (Pvt) Ltd,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,A,Taxable Sales,4.00,"124,000.00","496,000.00"
Invoice,04/24/2025,AS010578,People's Merchant Finance PLC,MA (Maintenance  Agreement),Support and Maintenance,A,Non-Taxable Sales,1.00,"313,880.00","313,880.00"
Invoice,04/24/2025,AS010579,AL - ARAF HOTELS & RESORT (PVT) LTD,Hosting (Hosting),Support and Maintenance,AS,Taxable Sales,1.00,"3,030.00","3,030.00"
Invoice,04/24/2025,AS010580,LANKA COMMODITY BROKERS LTD,Services,Support and Maintenance,AS,Taxable Sales,1.00,"6,732.66","6,732.66"
Invoice,04/24/2025,AS010581,LANKA COMMODITY BROKERS LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"18,473.91","18,473.91"
Invoice,04/24/2025,AS010582,LANKA MOUNT CASTLE (PVT) LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"15,150.00","15,150.00"
Invoice,04/25/2025,AS010583,We Effect Country Office,Services,Support and Maintenance,A,Non-Taxable Sales,1.00,"10,030.00","10,030.00"
Invoice,04/25/2025,AS010584,Southern Technologies,BDCOM:S1006-4p-65 (BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE),BDCOM,AR,Non-Taxable Sales,1.00,"6,100.00","6,100.00"
Invoice,04/25/2025,AS010584,Southern Technologies,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,1.00,"10,600.00","10,600.00"
Invoice,04/26/2025,AS010585,Bharat Aponso,Draytek:Vigor 2927 (Draytek Vigor 2927 Security Appliance. Dual Wan),Draytek,AD,Non-Taxable Sales,1.00,"80,000.00","80,000.00"
Invoice,04/26/2025,AS010585,Bharat Aponso,Cyren Key (DrayTek Cyren Key),Other Sales,AD,Non-Taxable Sales,1.00,"20,000.00","20,000.00"
Invoice,04/29/2025,AS010586,THE COMPUTER CENTER (PVT) LTD,HDD:HAT5300-12T (Synology 12TB Enterprise Hard Drive),Hard Drive,AS,Taxable Sales,2.00,"171,000.00","342,000.00"
Invoice,04/29/2025,AS010587,Adapt Information Technologies,Synology:DS423+ (Synology DiskStation DS423+ 4Bay),Synology,A,Taxable Sales,1.00,"172,000.00","172,000.00"
Invoice,04/29/2025,AS010587,Adapt Information Technologies,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,4.00,"42,000.00","168,000.00"
Invoice,04/30/2025,AS010588,NSK Media Systems (Pvt) Ltd,BDCOM:S1500-16T (BDCOM S1500-16T Switch),BDCOM,AR,Non-Taxable Sales,1.00,"19,000.00","19,000.00"
Invoice,04/30/2025,AS010588,NSK Media Systems (Pvt) Ltd,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),BDCOM,AR,Non-Taxable Sales,1.00,"8,100.00","8,100.00"
Invoice,04/30/2025,AS010589,THE COMPUTER CENTER (PVT) LTD,Synology:RS822RP+ (Synology Rackstation RS822RP+),Synology,AS,Taxable Sales,1.00,"952,000.00","952,000.00"
Invoice,04/30/2025,AS010589,THE COMPUTER CENTER (PVT) LTD,HDD:HAT3310-12T (12TB Synology Plus HDD),Hard Drive,AS,Taxable Sales,4.00,,0.00
Invoice,04/30/2025,AS010589,THE COMPUTER CENTER (PVT) LTD,Synology:RS822RP+ (Synology Rackstation RS822RP+),Synology,AS,Taxable Sales,1.00,"952,000.00","952,000.00"
Invoice,04/30/2025,AS010589,THE COMPUTER CENTER (PVT) LTD,HDD:HAT3310-12T (12TB Synology Plus HDD),Hard Drive,AS,Taxable Sales,4.00,,0.00
Invoice,04/30/2025,AS010589,THE COMPUTER CENTER (PVT) LTD,Synology:1 U Fixed Rail Kit,Synology,AS,Taxable Sales,2.00,,
Invoice,05/02/2025,AS010590,Ncinga (Pvt) Ltd,Synology:RS822RP+ (Synology Rackstation RS822RP+),Synology,A,Taxable Sales,1.00,"690,000.00","690,000.00"
Invoice,05/02/2025,AS010590,Ncinga (Pvt) Ltd,HDD:16TB Synology Ent (16TB Synology Enterprise Hard Drive),Hard Drive,A,Taxable Sales,4.00,"211,000.00","844,000.00"
Invoice,05/02/2025,AS010590,Ncinga (Pvt) Ltd,Synology:RS822RP+ (Synology Rackstation RS822RP+),Synology,A,Taxable Sales,1.00,"690,000.00","690,000.00"
Invoice,05/02/2025,AS010590,Ncinga (Pvt) Ltd,HDD:16TB Synology Ent (16TB Synology Enterprise Hard Drive),Hard Drive,A,Taxable Sales,4.00,"211,000.00","844,000.00"
Invoice,05/02/2025,AS010590,Ncinga (Pvt) Ltd,Synology:1 U Fixed Rail Kit,Synology,A,Taxable Sales,2.00,,
Invoice,05/02/2025,AS010591,Softlogic Information Technologies (Pvt),Synology:RS1221+ (Synology  RS1221+  8Bay NAS),Synology,A,Taxable Sales,1.00,"502,200.00","502,200.00"
Invoice,05/02/2025,AS010591,Softlogic Information Technologies (Pvt),HDD:8TB  ENT SATA (8 TB Enterprise Hard Drive),Hard Drive,A,Taxable Sales,7.00,"114,210.00","799,470.00"
Invoice,05/02/2025,AS010591,Softlogic Information Technologies (Pvt),Synology:1 U Fixed Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,05/02/2025,AS010592,I M Solutions,BDCOM:S1500-24P2S-370 (S1500-24P2S-370 BDCOM Switch),BDCOM,AD,Taxable Sales,2.00,"62,000.00","124,000.00"
Invoice,05/02/2025,AS010593,RK Computers,BDCOM:S1200-16P2G1S (BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Sw...,BDCOM,AR,Non-Taxable Sales,1.00,"23,540.00","23,540.00"
Invoice,05/07/2025,AS010594,Adapt Information Technologies,Acronis:Acronis Cyber Backup (Acronis Cyber Backup),Acronics,A,Taxable Sales,12.00,"12,800.00","153,600.00"
Invoice,05/08/2025,AS010595,Barclays Computers (Pvt) Ltd,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),BDCOM,AR,Taxable Sales,3.00,"6,900.00","20,700.00"
Invoice,05/09/2025,AS010596,Southern Technologies,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,3.00,"10,600.00","31,800.00"
Invoice,05/09/2025,AS010597,Barclays Computers (Pvt) Ltd,Synology:DS223 (Synology Diskstation DS223  2Bay),Synology,AS,Taxable Sales,1.00,"94,000.00","94,000.00"
Invoice,05/09/2025,AS010597,Barclays Computers (Pvt) Ltd,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,AS,Taxable Sales,1.00,"130,000.00","130,000.00"
Invoice,05/09/2025,AS010598,E Tech IT Solutions Pvt Ltd,Synology:DS223 (Synology Diskstation DS223  2Bay),Synology,AD,Taxable Sales,1.00,"97,000.00","97,000.00"
Invoice,05/09/2025,AS010598,E Tech IT Solutions Pvt Ltd,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),Hard Drive,AD,Taxable Sales,2.00,"37,000.00","74,000.00"
Invoice,05/09/2025,AS010599,Studio Lakdam,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AD,Non-Taxable Sales,1.00,"26,500.00","26,500.00"
Invoice,05/14/2025,AS010600,Byte Bolster solution,Synology:RS1221RP+,Synology,AD,Non-Taxable Sales,1.00,"709,180.00","709,180.00"
Invoice,05/14/2025,AS010600,Byte Bolster solution,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,AD,Non-Taxable Sales,4.00,"53,100.00","212,400.00"
Invoice,05/14/2025,AS010600,Byte Bolster solution,Synology:1 U Fixed Rail Kit,Synology,AD,Non-Taxable Sales,1.00,,
Invoice,05/15/2025,AS010601,Barclays Computers (Pvt) Ltd,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AR,Taxable Sales,2.00,"13,500.00","27,000.00"
Invoice,05/15/2025,AS010601,Barclays Computers (Pvt) Ltd,BDCOM:S1500-24T2S (S1500-24T2S BDCOM Switch),BDCOM,AR,Taxable Sales,1.00,"24,200.00","24,200.00"
Invoice,05/15/2025,AS010601,Barclays Computers (Pvt) Ltd,BDCOM:S1508E,BDCOM,AR,Taxable Sales,5.00,"5,000.00","25,000.00"
Invoice,05/15/2025,AS010601,Barclays Computers (Pvt) Ltd,BDCOM:S1500-16P2S (BDCOM S1500-16P2S POE Switch),BDCOM,AR,Taxable Sales,1.00,"40,000.00","40,000.00"
Invoice,05/16/2025,AS010602,Apex Business Solutions PVT Ltd.,BDCOM:S1500-16P2S (BDCOM S1500-16P2S POE Switch),BDCOM,AD,Taxable Sales,3.00,"39,000.00","117,000.00"
Invoice,05/16/2025,AS010603,TechBio Distribution Lanka (Pvt) Ltd,HDD:HAT3310-8T (Synology 8TB Plus Hard Drive),Hard Drive,A,Taxable Sales,1.00,"82,000.00","82,000.00"
Invoice,05/16/2025,AS010604,FT Soft (Pvt) Ltd,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,2.00,"45,000.00","90,000.00"
Credit Memo,05/19/2025,AS00111,Computerage (Pvt) Ltd,BDCOM:S1006-4p-65 (BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE),BDCOM,,Taxable Sales,-1.00,"5,930.00","-5,930.00"
Credit Memo,05/19/2025,AS00111,Computerage (Pvt) Ltd,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,,Taxable Sales,-2.00,"15,500.00","-31,000.00"
Credit Memo,05/19/2025,AS00111,Computerage (Pvt) Ltd,BDCOM:S1008 (BDCOM S1008 8 Port 10/100 BaseT Standard Switch),BDCOM,,Taxable Sales,-1.00,"3,300.00","-3,300.00"
Credit Memo,05/19/2025,AS00111,Computerage (Pvt) Ltd,BDCOM:S1024B (BDCOM S1024B 24 Port 100M BaseT 1U Rack Mounted),BDCOM,,Taxable Sales,-1.00,"16,400.00","-16,400.00"
Credit Memo,05/19/2025,AS00111,Computerage (Pvt) Ltd,BDCOM:S1508E,BDCOM,,Taxable Sales,-1.00,"5,350.00","-5,350.00"
Credit Memo,05/19/2025,AS00111,Computerage (Pvt) Ltd,BDCOM:S1010-8p-120 (BDCOM S1010-8p-120 Unmanaged 8 Port 10/100 PoE Ports and 2 Ports 10/100 NON ...,BDCOM,,Taxable Sales,-2.00,"16,050.00","-32,100.00"
Credit Memo,05/19/2025,AS00111,Computerage (Pvt) Ltd,BDCOM:S1500-24P2S-370 (S1500-24P2S-370 BDCOM Switch),BDCOM,,Taxable Sales,-1.00,"47,000.00","-47,000.00"
Invoice,05/19/2025,AS010605,ABC Computers,HDD:HAT5310-8T (Synology 8TB Enterprise Hard Drive),Hard Drive,AD,Taxable Sales,1.00,"124,000.00","124,000.00"
Invoice,05/20/2025,AS010606,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,05/20/2025,AS010607,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,05/20/2025,AS010608,LANKA COMMODITY BROKERS LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"18,473.91","18,473.91"
Invoice,05/20/2025,AS010609,LANKA COMMODITY BROKERS LTD,Services,Support and Maintenance,AS,Taxable Sales,1.00,"6,732.66","6,732.66"
Invoice,05/20/2025,AS010610,LANKA MOUNT CASTLE (PVT) LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"15,150.00","15,150.00"
Invoice,05/20/2025,AS010611,AL - ARAF HOTELS & RESORT (PVT) LTD,Hosting (Hosting),Support and Maintenance,AS,Taxable Sales,1.00,"3,030.00","3,030.00"
Invoice,05/20/2025,AS010612,Liyakta Office Systems (Pvt) Ltd,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,AD,Taxable Sales,1.00,"139,000.00","139,000.00"
Invoice,05/20/2025,AS010612,Liyakta Office Systems (Pvt) Ltd,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),Hard Drive,AD,Taxable Sales,2.00,"37,000.00","74,000.00"
Invoice,05/21/2025,AS010613,Fentons Ltd,Accs (Accessories),Hardware,A,Taxable Sales,2.00,"10,000.00","20,000.00"
Invoice,05/21/2025,AS010614,WinSoft Technologies (Pvt)Ltd,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,AS,Taxable Sales,2.00,"128,000.00","256,000.00"
Invoice,05/22/2025,AS010615,The Foto Cube,Services,Support and Maintenance,AD,Non-Taxable Sales,1.00,"5,000.00","5,000.00"
Invoice,05/22/2025,AS010616,Techtron Integrated Solutions (Pvt) Ltd,HDD:12 TB NAS (12 TB Seagate Ironwolf NAS Hard Drive),Hard Drive,AS,Taxable Sales,2.00,"121,000.00","242,000.00"
Invoice,05/23/2025,AS010617,SUDARSHANA SENADHEERA ARCHITECTS (PVT) LT,Synology:C2 Cloud (Synology C2 Cloud Storage),Synology,AD,Taxable Sales,1.00,"33,000.00","33,000.00"
Invoice,05/23/2025,AS010618,Southern Technologies,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,1.00,"10,600.00","10,600.00"
Invoice,05/23/2025,AS010619,Cameralk (Pvt) Ltd,Draytek:Vigor 2927 (Draytek Vigor 2927 Security Appliance. Dual Wan),Draytek,AD,Taxable Sales,1.00,"70,000.00","70,000.00"
Invoice,05/24/2025,AS010620,ANVERALLY & SONS (PVT) LTD,Services,Support and Maintenance,A,Taxable Sales,1.00,"10,000.00","10,000.00"
Invoice,05/28/2025,AS010621,Fentons Ltd,RS2423RP+ (Synology RackStation RS2423RP+ 12Bay),Synology,A,Taxable Sales,1.00,"1,155,000.00","1,155,000.00"
Invoice,05/28/2025,AS010621,Fentons Ltd,HDD:8TB  ENT SATA (8 TB Enterprise Hard Drive),Hard Drive,A,Taxable Sales,6.00,"120,800.00","724,800.00"
Invoice,05/28/2025,AS010621,Fentons Ltd,480GB SATA SSD Synology (Synology 480GB SATA SSD -SAT5210),Hard Drive,A,Taxable Sales,2.00,"57,000.00","114,000.00"
Invoice,05/28/2025,AS010621,Fentons Ltd,Synology:2 U Sliding Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,05/28/2025,AS010622,Survey Department,MA (Maintenance  Agreement),Support and Maintenance,AD,Taxable Sales,1.00,"178,575.00","178,575.00"
Invoice,05/28/2025,AS010623,SC Printing International (Pvt) Ltd,Accs (Accessories),Hardware,AS,Taxable Sales,1.00,"35,000.00","35,000.00"
Invoice,05/28/2025,AS010623,SC Printing International (Pvt) Ltd,Services,Support and Maintenance,AS,Taxable Sales,1.00,"20,000.00","20,000.00"
Invoice,05/28/2025,AS010623,SC Printing International (Pvt) Ltd,Discount,Sales Discount,AS,Taxable Sales,,"-10,000.00","-10,000.00"
Invoice,05/28/2025,AS010624,Star Technology,BDCOM:GSFP-SX-D,BDCOM,AR,Non-Taxable Sales,2.00,"4,700.00","9,400.00"
Invoice,05/29/2025,AS010625,Asiri Surgical Hospital,HDD:8TB  ENT SATA (8 TB Enterprise Hard Drive),Hard Drive,AS,Taxable Sales,1.00,"79,000.00","79,000.00"
Invoice,05/29/2025,AS010626,D. Samson Industries (Pvt) Ltd,Services,Support and Maintenance,AS,Taxable Sales,1.00,"10,000.00","10,000.00"
Invoice,05/30/2025,AS010627,Apex Business Solutions PVT Ltd.,Synology:DS925+ (Synology NAS DS925+ 4 Bay NAS),Synology,AD,Taxable Sales,1.00,"217,000.00","217,000.00"
Invoice,05/30/2025,AS010627,Apex Business Solutions PVT Ltd.,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,AD,Taxable Sales,4.00,"130,000.00","520,000.00"
Invoice,05/30/2025,AS010628,Mr.Chirath,Synology:DS223 (Synology Diskstation DS223  2Bay),Synology,A,Non-Taxable Sales,1.00,"106,332.75","106,332.75"
Invoice,05/30/2025,AS010628,Mr.Chirath,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,A,Non-Taxable Sales,2.00,"71,685.00","143,370.00"
Invoice,06/02/2025,AS010629,Southern Technologies,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,2.00,"10,600.00","21,200.00"
Invoice,06/02/2025,AS010630,MAS Fabrics (Pvt) Ltd,Synology:RS822RP+ (Synology Rackstation RS822RP+),Synology,A,Taxable Sales,1.00,"824,000.00","824,000.00"
Invoice,06/02/2025,AS010630,MAS Fabrics (Pvt) Ltd,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,A,Taxable Sales,3.00,"99,000.00","297,000.00"
Invoice,06/02/2025,AS010630,MAS Fabrics (Pvt) Ltd,Acronis,Acronics,A,Taxable Sales,1.00,"497,000.00","497,000.00"
Invoice,06/02/2025,AS010630,MAS Fabrics (Pvt) Ltd,Acronis,Acronics,A,Taxable Sales,2.00,"320,000.00","640,000.00"
Invoice,06/02/2025,AS010630,MAS Fabrics (Pvt) Ltd,Synology:1 U Fixed Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,06/02/2025,AS010630,MAS Fabrics (Pvt) Ltd,Services,Support and Maintenance,A,Taxable Sales,1.00,"180,000.00","180,000.00"
Invoice,06/02/2025,AS010631,NSK Media Systems (Pvt) Ltd,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AR,Non-Taxable Sales,1.00,"24,200.00","24,200.00"
Invoice,06/02/2025,AS010631,NSK Media Systems (Pvt) Ltd,BDCOM:S1200-16P2G1S (BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Sw...,BDCOM,AR,Non-Taxable Sales,4.00,"24,190.00","96,760.00"
Invoice,06/02/2025,AS010632,M.A Sirimal Die Cutter Makers,Services,Support and Maintenance,AD,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,06/03/2025,AS010633,Base Hp (Pvt) Ltd,Synology:RS1221RP+,Synology,A,Taxable Sales,1.00,"663,000.00","663,000.00"
Invoice,06/03/2025,AS010633,Base Hp (Pvt) Ltd,HDD:HAT3310-12T (12TB Synology Plus HDD),Hard Drive,A,Taxable Sales,5.00,"116,000.00","580,000.00"
Invoice,06/03/2025,AS010633,Base Hp (Pvt) Ltd,Synology:2 U Sliding Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,06/06/2025,AS010634,Ceylinco General Insurance Limited,MA (Maintenance  Agreement),Support and Maintenance,AS,Non-Taxable Sales,1.00,,
Invoice,06/06/2025,AS010634,Ceylinco General Insurance Limited,MA (Maintenance  Agreement),Support and Maintenance,AS,Taxable Sales,1.00,"202,608.00","202,608.00"
Invoice,06/06/2025,AS010634,Ceylinco General Insurance Limited,MA (Maintenance  Agreement),Support and Maintenance,AS,Taxable Sales,1.00,"202,608.00","202,608.00"
Invoice,06/06/2025,AS010634,Ceylinco General Insurance Limited,MA (Maintenance  Agreement),Support and Maintenance,AS,Taxable Sales,1.00,"202,608.00","202,608.00"
Invoice,06/06/2025,AS010635,Rapidventure (Pvt) Ltd,Draytek:Vigor 2915 (Draytek Vigor 2915 Security Appliance),Draytek,AD,Taxable Sales,1.00,"39,000.00","39,000.00"
Invoice,06/06/2025,AS010635,Rapidventure (Pvt) Ltd,Draytek,Draytek,AD,Taxable Sales,1.00,"20,000.00","20,000.00"
Invoice,06/06/2025,AS010636,Techtron Integrated Solutions (Pvt) Ltd,Synology:DS224+ (Synology DiskStation DS224+  2Bay),Synology,AS,Taxable Sales,1.00,"114,000.00","114,000.00"
