,,,Trans #,,Type,,Date,,Num,,Name,,Memo,,Due Date,,Paid Through,,Item,,Item Description,,Account,,Class,,Rep,,Sales Tax Code,,Clr,,Split,,Paid,,Pay Meth,,Aging,,Qty,,Sales Price,,Amount,,Balance,,Account Type,,Avg Days to Pay,,Paid Date,,Check #,,Paycheck Date,,Pay Period,,Amount Paid
"Dec 31, '23 - Mar 31, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"11,303",,Invoice,,04/21/2025,,AS010574,,Softlogic Information Technologies (Pvt),,"Synology 6TB Plus Hard Drive  S/N : 2440VYRZVX0296W		           2440VYRZVX029SN		           2440...",,04/21/2025,,,,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),,Synology 6TB Plus Hard Drive,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,6.00,,"69,000.00",,"414,000.00",,"8,805,748.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,303",,Invoice,,04/21/2025,,AS010574,,Softlogic Information Technologies (Pvt),,"Synology Dual ports E10G30-F2 Adapter Card  S/N : 24C0VPRVX8JQY		",,04/21/2025,,,,Synology:Dual Port F2 Card,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"127,000.00",,"127,000.00",,"8,932,748.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,303",,Invoice,,04/21/2025,,AS010574,,Softlogic Information Technologies (Pvt),,2U Rail Kit,,04/21/2025,,,,Synology:2 U Sliding Rail Kit,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"8,932,748.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,306",,Invoice,,04/22/2025,,AS010575,,Techtron Integrated Solutions (Pvt) Ltd,,Synology D4ECSO-2666-16G - DDR4 ECC SO-DIMM  S/N : 03-616GD73B0,,04/22/2025,,,,RAM,,,,Hardware,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"131,000.00",,"131,000.00",,"9,063,748.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,310",,Invoice,,04/23/2025,,AS010576,,THE COMPUTER CENTER (PVT) LTD,,Synology DiskStation DS1522+  S/N : 2480TRRCZA3PS,,04/23/2025,,,,Synology:DS1522+ (Synology DiskStation DS1522+),,Synology DiskStation DS1522+,,Synology,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"292,000.00",,"292,000.00",,"9,355,748.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,310",,Invoice,,04/23/2025,,AS010576,,THE COMPUTER CENTER (PVT) LTD,,"Synology 16TB Plus HDD  S/N : 2510XERL0A0MEF1VL		            2510XERK0A0W2F1VL		            2510...",,04/23/2025,,,,HDD:HAT3310-16T (Synology 16TB Plus HDD),,Synology 16TB Plus HDD,,Hard Drive,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,5.00,,"130,000.00",,"650,000.00",,"10,005,748.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,311",,Invoice,,04/23/2025,,AS010577,,TechBio Distribution Lanka (Pvt) Ltd,,"Synology 16TB Plus HDD  S/N : 2510XERL0A0N9F1VL		            2510XERL0A0MYF1VL		            2510...",,04/23/2025,,,,HDD:HAT3310-16T (Synology 16TB Plus HDD),,Synology 16TB Plus HDD,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"124,000.00",,"496,000.00",,"10,501,748.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,316",,Invoice,,04/24/2025,,AS010578,,People's Merchant Finance PLC,,Maintenance  Agreement,,04/24/2025,,,,MA (Maintenance  Agreement),,Maintenance  Agreement,,Support and Maintenance,,Mnt,,A,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"313,880.00",,"313,880.00",,"10,815,628.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,317",,Invoice,,04/24/2025,,AS010579,,AL - ARAF HOTELS & RESORT (PVT) LTD,,Hosting Charges for 10 email Accounts (10$),,04/24/2025,,,,Hosting (Hosting),,Hosting,,Support and Maintenance,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"3,030.00",,"3,030.00",,"10,818,658.66",,Income,,0.00,,,,,,,,,,0.00
,,,"11,318",,Invoice,,04/24/2025,,AS010580,,LANKA COMMODITY BROKERS LTD,,Anti Spam Service,,04/24/2025,,,,Services,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"6,732.66",,"6,732.66",,"10,825,391.32",,Income,,0.00,,,,,,,,,,0.00
,,,"11,319",,Invoice,,04/24/2025,,AS010581,,LANKA COMMODITY BROKERS LTD,,7GB Storage Space  100GB Transfer Bandwidth  1 Nos Fixed IP. (Clean)  SPF/ DKIM Supported  Spam ...,,04/24/2025,,,,Host Email,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"18,473.91",,"18,473.91",,"10,843,865.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,320",,Invoice,,04/24/2025,,AS010582,,LANKA MOUNT CASTLE (PVT) LTD,,20GB Storage Capacity with 30 Email Accounts,,04/24/2025,,,,Host Email,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"15,150.00",,"15,150.00",,"10,859,015.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,321",,Invoice,,04/25/2025,,AS010583,,We Effect Country Office,,Synology NAS Configuration & Transport charges,,04/25/2025,,,,Services,,,,Support and Maintenance,,Sal:EC,,A,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"10,030.00",,"10,030.00",,"10,869,045.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,322",,Invoice,,04/25/2025,,AS010584,,Southern Technologies,,BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE  S/N : SLM17080174,,04/25/2025,,,,BDCOM:S1006-4p-65 (BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE),,BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE,,BDCOM,,Sal:RS,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"6,100.00",,"6,100.00",,"10,875,145.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,322",,Invoice,,04/25/2025,,AS010584,,Southern Technologies,,BDCOM S1200-8P2G Switch  S/N : 0W20011501011,,04/25/2025,,,,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),,BDCOM S1200-8P2G Switch,,BDCOM,,Sal:RS,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"10,600.00",,"10,600.00",,"10,885,745.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,324",,Invoice,,04/26/2025,,AS010585,,Bharat Aponso,,Draytek Vigor 2927 Security Appliance. Dual Wan  S/N : 207004207311,,04/26/2025,,,,Draytek:Vigor 2927 (Draytek Vigor 2927 Security Appliance. Dual Wan),,Draytek Vigor 2927 Security Appliance. Dual Wan,,Draytek,,Sal:EC,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"80,000.00",,"80,000.00",,"10,965,745.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,324",,Invoice,,04/26/2025,,AS010585,,Bharat Aponso,,DrayTek License Key - 1 Year,,04/26/2025,,,,Cyren Key (DrayTek Cyren Key),,DrayTek Cyren Key,,Other Sales,,Sal:EC,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"20,000.00",,"20,000.00",,"10,985,745.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,330",,Invoice,,04/29/2025,,AS010586,,THE COMPUTER CENTER (PVT) LTD,,"Synology 12TB Enterprise Hard Drive  S/N : 2410SSRL0A17WFDYH		           2410SSRL0A190FDYH		",,04/29/2025,,,,HDD:HAT5300-12T (Synology 12TB Enterprise Hard Drive),,Synology 12TB Enterprise Hard Drive,,Hard Drive,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"171,000.00",,"342,000.00",,"11,327,745.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,331",,Invoice,,04/29/2025,,AS010587,,Adapt Information Technologies,,"Synology DiskStation DS423+ 4Bay  S/N : 24C0VKR808CEJ		",,04/25/2025,,,,Synology:DS423+ (Synology DiskStation DS423+ 4Bay),,Synology DiskStation DS423+ 4Bay,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"172,000.00",,"172,000.00",,"11,499,745.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,331",,Invoice,,04/29/2025,,AS010587,,Adapt Information Technologies,,"Synology 4TB Plus HDD  S/N : 24B0VXRZW636NAN		            24B0VXRZW636ETW		            24B0VXRZW...",,04/25/2025,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"42,000.00",,"168,000.00",,"11,667,745.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,332",,Invoice,,04/30/2025,,AS010588,,NSK Media Systems (Pvt) Ltd,,BDCOM S1500-16T Switch  S/N : 0W20012501255,,04/30/2025,,,,BDCOM:S1500-16T (BDCOM S1500-16T Switch),,BDCOM S1500-16T Switch,,BDCOM,,Sal:RS,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"19,000.00",,"19,000.00",,"11,686,745.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,332",,Invoice,,04/30/2025,,AS010588,,NSK Media Systems (Pvt) Ltd,,BDCOM POE S1000-8P2F  8Port 100M Switch  S/N: 0W20011407170,,04/30/2025,,,,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),,BDCOM POE S1000-8P2F  8Port 100M Switch,,BDCOM,,Sal:RS,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"8,100.00",,"8,100.00",,"11,694,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,335",,Invoice,,04/30/2025,,AS010589,,THE COMPUTER CENTER (PVT) LTD,,"Synology Rackstation RS822RP+  S/N : 2520UJRGTVNFM	",,04/30/2025,,,,Synology:RS822RP+ (Synology Rackstation RS822RP+),,Synology Rackstation RS822RP+,,Synology,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"952,000.00",,"952,000.00",,"12,646,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,335",,Invoice,,04/30/2025,,AS010589,,THE COMPUTER CENTER (PVT) LTD,,"Synology 12TB Plus Hard Drive  S/N :24J0A10AF1XL		           24J0A3GKF1XL		           24J0A3CWF1...",,04/30/2025,,,,HDD:HAT3310-12T (12TB Synology Plus HDD),,12TB Synology Plus HDD,,Hard Drive,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,,,0.00,,"12,646,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,335",,Invoice,,04/30/2025,,AS010589,,THE COMPUTER CENTER (PVT) LTD,,"Synology Rackstation RS822RP+  S/N : 2520UJRVYZV83	",,04/30/2025,,,,Synology:RS822RP+ (Synology Rackstation RS822RP+),,Synology Rackstation RS822RP+,,Synology,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"952,000.00",,"952,000.00",,"13,598,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,335",,Invoice,,04/30/2025,,AS010589,,THE COMPUTER CENTER (PVT) LTD,,"Synology 12TB Plus Hard Drive  S/N :24J0A3DYF1XL		           24J0A2XXF1XL		           24J0A101F1...",,04/30/2025,,,,HDD:HAT3310-12T (12TB Synology Plus HDD),,12TB Synology Plus HDD,,Hard Drive,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,,,0.00,,"13,598,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,335",,Invoice,,04/30/2025,,AS010589,,THE COMPUTER CENTER (PVT) LTD,,1U Rail Kit,,04/30/2025,,,,Synology:1 U Fixed Rail Kit,,,,Synology,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,,,,,"13,598,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,336",,Invoice,,05/02/2025,,AS010590,,Ncinga (Pvt) Ltd,,Synology Rackstation RS822RP+ WIth 32GB RAM  S/N : 2520UJR6XTHG9,,05/02/2025,,,,Synology:RS822RP+ (Synology Rackstation RS822RP+),,Synology Rackstation RS822RP+,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"690,000.00",,"690,000.00",,"14,288,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,336",,Invoice,,05/02/2025,,AS010590,,Ncinga (Pvt) Ltd,,"16TB Synology Enterprise Hard Drive  S/N : 2150T8RE0A096FE2H            2310T8RF0A0JRFE2H		     ...",,05/02/2025,,,,HDD:16TB Synology Ent (16TB Synology Enterprise Hard Drive),,16TB Synology Enterprise Hard Drive,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"211,000.00",,"844,000.00",,"15,132,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,336",,Invoice,,05/02/2025,,AS010590,,Ncinga (Pvt) Ltd,,Synology Rackstation RS822RP+ With 32GB RAM  S/N : 2520UJRRX4QHB,,05/02/2025,,,,Synology:RS822RP+ (Synology Rackstation RS822RP+),,Synology Rackstation RS822RP+,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"690,000.00",,"690,000.00",,"15,822,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,336",,Invoice,,05/02/2025,,AS010590,,Ncinga (Pvt) Ltd,,"16TB Synology Enterprise Hard Drive  S/N : 2310T8RF0A0JAFE2H		            2310T8RF0A0J1FE2H		   ...",,05/02/2025,,,,HDD:16TB Synology Ent (16TB Synology Enterprise Hard Drive),,16TB Synology Enterprise Hard Drive,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"211,000.00",,"844,000.00",,"16,666,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,336",,Invoice,,05/02/2025,,AS010590,,Ncinga (Pvt) Ltd,,1U Rail Kit,,05/02/2025,,,,Synology:1 U Fixed Rail Kit,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,,,,,"16,666,845.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,337",,Invoice,,05/02/2025,,AS010591,,Softlogic Information Technologies (Pvt),,Synology  RS1221+  8Bay NAS  S/N : 2220RWR4VS4AK  ,,05/02/2025,,,,Synology:RS1221+ (Synology  RS1221+  8Bay NAS),,Synology  RS1221+  8Bay NAS,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"502,200.00",,"502,200.00",,"17,169,045.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,337",,Invoice,,05/02/2025,,AS010591,,Softlogic Information Technologies (Pvt),,"8 TB Enterprise Hard Drive  S/N : 2470UFRK0A1KDFW0H		            2470UFRK0A1JDFW0H		            ...",,05/02/2025,,,,HDD:8TB  ENT SATA (8 TB Enterprise Hard Drive),,8 TB Enterprise Hard Drive,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,7.00,,"114,210.00",,"799,470.00",,"17,968,515.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,337",,Invoice,,05/02/2025,,AS010591,,Softlogic Information Technologies (Pvt),,1U Rail Kit,,05/02/2025,,,,Synology:1 U Fixed Rail Kit,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"17,968,515.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,338",,Invoice,,05/02/2025,,AS010592,,I M Solutions,,"S1500-24P2S-370 BDCOM Switch  S/N : 0W20012000766		            0W20012000900  		  ",,05/02/2025,,,,BDCOM:S1500-24P2S-370 (S1500-24P2S-370 BDCOM Switch),,S1500-24P2S-370 BDCOM Switch,,BDCOM,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"62,000.00",,"124,000.00",,"18,092,515.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,339",,Invoice,,05/02/2025,,AS010593,,RK Computers,,BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Switch  S/N : 0W2001170...,,05/02/2025,,,,BDCOM:S1200-16P2G1S (BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Sw...,,BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Switch,,BDCOM,,Sal:RS,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"23,540.00",,"23,540.00",,"18,116,055.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,347",,Invoice,,05/07/2025,,AS010594,,Adapt Information Technologies,,Acronis Cyber Backup 12.5 -  Acronis Cyber Files Cloud Storage (Sync & Share),,05/07/2025,,,,Acronis:Acronis Cyber Backup (Acronis Cyber Backup),,Acronis Cyber Backup,,Acronics,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,12.00,,"12,800.00",,"153,600.00",,"18,269,655.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,350",,Invoice,,05/08/2025,,AS010595,,Barclays Computers (Pvt) Ltd,,"BDCOM POE S1000-8P2F  8Port 100M Switch  S/N :0W20011407011	           0W20011407179	           ...",,05/08/2025,,,,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),,BDCOM POE S1000-8P2F  8Port 100M Switch,,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,3.00,,"6,900.00",,"20,700.00",,"18,290,355.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,351",,Invoice,,05/09/2025,,AS010596,,Southern Technologies,,"BDCOM S1200-8P2G Switch  S/N : 0W20011501016 - failed on 8/7/2025 	            0W20011501018	   ...",,05/09/2025,,,,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),,BDCOM S1200-8P2G Switch,,BDCOM,,Sal:RS,,AR,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,3.00,,"10,600.00",,"31,800.00",,"18,322,155.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,352",,Invoice,,05/09/2025,,AS010597,,Barclays Computers (Pvt) Ltd,,Synology Diskstation DS223  2Bay  S/N :  2510V1RX5DPKE,,05/09/2025,,,,Synology:DS223 (Synology Diskstation DS223  2Bay),,Synology Diskstation DS223  2Bay,,Synology,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"94,000.00",,"94,000.00",,"18,416,155.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,352",,Invoice,,05/09/2025,,AS010597,,Barclays Computers (Pvt) Ltd,,Synology DS423 4 Bay NAS  S/N : 2530UVRS5TE9C,,05/09/2025,,,,Synology:DS423 (Synology DS423 4 Bay NAS),,Synology DS423 4 Bay NAS,,Synology,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"130,000.00",,"130,000.00",,"18,546,155.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,353",,Invoice,,05/09/2025,,AS010598,,E Tech IT Solutions Pvt Ltd,,Synology Diskstation DS223  2Bay  S/N : 2510V1RHBYYEA,,05/09/2025,,,,Synology:DS223 (Synology Diskstation DS223  2Bay),,Synology Diskstation DS223  2Bay,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"97,000.00",,"97,000.00",,"18,643,155.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,353",,Invoice,,05/09/2025,,AS010598,,E Tech IT Solutions Pvt Ltd,,Synology 2TB Plus Hard Drive  S/N : 2470XZR00ZWD18WXX           2470XZR00ZWD1939P  ,,05/09/2025,,,,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),,Synology 2TB Plus Hard Drive,,Hard Drive,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"37,000.00",,"74,000.00",,"18,717,155.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,358",,Invoice,,05/09/2025,,AS010599,,Studio Lakdam,,"BDCOM S1500-24T Switch  S/N : 0W20012600425		",,05/09/2025,,,,BDCOM:S1500-24T (BDCOM S1500-24T Switch),,BDCOM S1500-24T Switch,,BDCOM,,Sal:RS,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"26,500.00",,"26,500.00",,"18,743,655.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,359",,Invoice,,05/14/2025,,AS010600,,Byte Bolster solution,,Synology RackStation RS1221RP+  S/N : 24B0RXRVZT5GN,,05/14/2025,,,,Synology:RS1221RP+,,,,Synology,,Sal:RS,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"709,180.00",,"709,180.00",,"19,452,835.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,359",,Invoice,,05/14/2025,,AS010600,,Byte Bolster solution,,"Synology 4TB Plus HDD  S/N : 24B0VXRZW6372P9	           24B0VXRZW636J1W	           24B0VXRZW636P...",,05/14/2025,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:RS,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"53,100.00",,"212,400.00",,"19,665,235.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,359",,Invoice,,05/14/2025,,AS010600,,Byte Bolster solution,,2U Rail Kit,,05/14/2025,,,,Synology:1 U Fixed Rail Kit,,,,Synology,,Sal:RS,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"19,665,235.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,360",,Invoice,,05/15/2025,,AS010601,,Barclays Computers (Pvt) Ltd,,"BDCOM S1500-8P2G Switch  S/N : 0W20011600273	            0W20011603666	",,05/15/2025,,,,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),,BDCOM S1500-8P2G Switch,,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"13,500.00",,"27,000.00",,"19,692,235.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,360",,Invoice,,05/15/2025,,AS010601,,Barclays Computers (Pvt) Ltd,,"S1500-24T2S BDCOM Switch  S/N : 0W20012300402	",,05/15/2025,,,,BDCOM:S1500-24T2S (S1500-24T2S BDCOM Switch),,S1500-24T2S BDCOM Switch,,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"24,200.00",,"24,200.00",,"19,716,435.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,360",,Invoice,,05/15/2025,,AS010601,,Barclays Computers (Pvt) Ltd,,"BDCOM S 1508E Switch  S/N : 0W20002004578	            0W20002004569	            0W20002004574	  ...",,05/15/2025,,,,BDCOM:S1508E,,,,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,5.00,,"5,000.00",,"25,000.00",,"19,741,435.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,360",,Invoice,,05/15/2025,,AS010601,,Barclays Computers (Pvt) Ltd,,BDCOM S1500-16P2S POE Switch  S/N : 0W20012100779,,05/15/2025,,,,BDCOM:S1500-16P2S (BDCOM S1500-16P2S POE Switch),,BDCOM S1500-16P2S POE Switch,,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"40,000.00",,"40,000.00",,"19,781,435.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,363",,Invoice,,05/16/2025,,AS010602,,Apex Business Solutions PVT Ltd.,,"BDCOM S1500-16P2S POE Switch  S/N : 0W20012100777		            0W20012100778		            0W2001...",,05/16/2025,,,,BDCOM:S1500-16P2S (BDCOM S1500-16P2S POE Switch),,BDCOM S1500-16P2S POE Switch,,BDCOM,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,3.00,,"39,000.00",,"117,000.00",,"19,898,435.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,364",,Invoice,,05/16/2025,,AS010603,,TechBio Distribution Lanka (Pvt) Ltd,,"Synology 8TB Plus Hard Drive  S/N : 2520XCRX0A021F1YL	  ",,05/16/2025,,,,HDD:HAT3310-8T (Synology 8TB Plus Hard Drive),,Synology 8TB Plus Hard Drive,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"82,000.00",,"82,000.00",,"19,980,435.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,365",,Invoice,,05/16/2025,,AS010604,,FT Soft (Pvt) Ltd,,"Synology 4TB Plus HDD  S/N : 24B0VXRZW6372RR	            24B0VXRZW6372R5	  ",,05/16/2025,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"45,000.00",,"90,000.00",,"20,070,435.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,460",,Credit Memo,,05/19/2025,,AS00111,,Computerage (Pvt) Ltd,,BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE,,05/19/2025,,,,BDCOM:S1006-4p-65 (BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE),,BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE,,BDCOM,,Sal:RS,,,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,-1.00,,"5,930.00",,"-5,930.00",,"20,064,505.23",,Income,,0.00,,,,,,,,,,0.00
,,,"11,460",,Credit Memo,,05/19/2025,,AS00111,,Computerage (Pvt) Ltd,,BDCOM S1500-8P2G Switch,,05/19/2025,,,,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),,BDCOM S1500-8P2G Switch,,BDCOM,,Sal:RS,,,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,-2.00,,"15,500.00",,"-31,000.00",,"20,033,505.23",,Income,,0.00,,,,,,,,,,0.00
