,,,Trans #,,Type,,Date,,Num,,Name,,Memo,,Due Date,,Paid Through,,Item,,Item Description,,Account,,Class,,Rep,,Sales Tax Code,,Clr,,Split,,Paid,,Pay Meth,,Aging,,Qty,,Sales Price,,Amount,,Balance,,Account Type,,Avg Days to Pay,,Paid Date,,Check #,,Paycheck Date,,Pay Period,,Amount Paid
"Dec 31, '23 - Mar 31, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"8,382",,Invoice,,08/09/2024,,AS010245,,Computerage (Pvt) Ltd,,S1500-24P2S-370 BDCOM Switch,,08/09/2024,,,,BDCOM:S1500-24P2S-370 (S1500-24P2S-370 BDCOM Switch),,S1500-24P2S-370 BDCOM Switch,,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"47,000.00",,"94,000.00",,"45,102,199.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,382",,Invoice,,08/09/2024,,AS010245,,Computerage (Pvt) Ltd,,S1500-24T2S BDCOM Switch,,08/09/2024,,,,BDCOM:S1500-24T2S (S1500-24T2S BDCOM Switch),,S1500-24T2S BDCOM Switch,,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"24,500.00",,"24,500.00",,"45,126,699.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,384",,Invoice,,08/09/2024,,AS010246,,LEOsys Corporation (Pvt) Ltd.,,"Ethernet Switch with 28GE ports (1 console port ,24 GE TX Ports 2 GE SFP Ports)",,08/09/2024,,,,"S2528-C (Ethernet Switch with 28GE ports (1 console port ,24 GE TX Ports 2 GE SFP Ports))",,"Ethernet Switch with 28GE ports (1 console port ,24 GE TX Ports 2 GE SFP Ports)",,BDCOM,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"55,000.00",,"55,000.00",,"45,181,699.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,411",,Invoice,,08/12/2024,,AS010247,,Apex Business Solutions PVT Ltd.,,Synology 4TB NAS HDD,,08/12/2024,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,3.00,,"45,000.00",,"135,000.00",,"45,316,699.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,412",,Invoice,,08/12/2024,,AS010248,,ABC Computers,,Synology DS923+ DiskStation,,08/12/2024,,,,DS923+ (Synology DS923+ DiskStation),,Synology DS923+ DiskStation,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"247,000.00",,"247,000.00",,"45,563,699.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,412",,Invoice,,08/12/2024,,AS010248,,ABC Computers,,Synology 4TB NAS HDD,,08/12/2024,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"56,000.00",,"112,000.00",,"45,675,699.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,643",,Invoice,,08/16/2024,,AS010249,,Computerage (Pvt) Ltd,,BDCOM S1500-24T Switch,,08/16/2024,,,,BDCOM:S1500-24T (BDCOM S1500-24T Switch),,BDCOM S1500-24T Switch,,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"20,000.00",,"20,000.00",,"45,695,699.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,664",,Invoice,,08/16/2024,,AS010250,,Pretec Solutions,,NAS Data Recovery Charges,,07/15/2024,,,,Services,,,,Support and Maintenance,,Sal:EC,,AS,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"29,500.00",,"29,500.00",,"45,725,199.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,699",,Invoice,,08/20/2024,,AS010251,,VS Information Systems (Pvt) Ltd,,Synology RackStation RS1221RP+ Unit With 8GB RAM,,08/20/2024,,,,Synology:RS1221RP+,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"580,000.00",,"580,000.00",,"46,305,199.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,699",,Invoice,,08/20/2024,,AS010251,,VS Information Systems (Pvt) Ltd,,12TB Synology Plus Hard Drive,,08/20/2024,,,,HDD:HAT3300-12T (12TB Synology Plus Hard Drive),,12TB Synology Plus Hard Drive,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,5.00,,"104,000.00",,"520,000.00",,"46,825,199.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,699",,Invoice,,08/20/2024,,AS010251,,VS Information Systems (Pvt) Ltd,,Synology RackStation RS1221RP+ Unit With 8GB RAM,,08/20/2024,,,,Synology:RS1221RP+,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"580,000.00",,"580,000.00",,"47,405,199.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,699",,Invoice,,08/20/2024,,AS010251,,VS Information Systems (Pvt) Ltd,,12TB Synology Plus Hard Drive,,08/20/2024,,,,HDD:HAT3300-12T (12TB Synology Plus Hard Drive),,12TB Synology Plus Hard Drive,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,5.00,,"104,000.00",,"520,000.00",,"47,925,199.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,699",,Invoice,,08/20/2024,,AS010251,,VS Information Systems (Pvt) Ltd,,2U  Rail Kit,,08/20/2024,,,,Synology:2 U Sliding Rail Kit,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,,,,,"47,925,199.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,702",,Invoice,,08/20/2024,,AS010252,,Sri Laka Rupahavani Corporation,,Compatible Power Adaptor Synology NAS DS918+,,08/20/2024,,,,Accs (Accessories),,Accessories,,Hardware,,Sal:EC,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"17,700.00",,"17,700.00",,"47,942,899.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,711",,Invoice,,08/20/2024,,AS010253,,Sell-X Computers (Pvt) Ltd,,Synology DiskStation DS423+ 4Bay,,07/03/2024,,,,Synology:DS423+ (Synology DiskStation DS423+ 4Bay),,Synology DiskStation DS423+ 4Bay,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"177,000.00",,"177,000.00",,"48,119,899.30",,Income,,0.00,,,,,,,,,,0.00
,,,"8,724",,Invoice,,08/21/2024,,AS010254,,LANKA COMMODITY BROKERS LTD,,Anti Spam Service,,08/21/2024,,,,Services,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"6,754.88",,"6,754.88",,"48,126,654.18",,Income,,0.00,,,,,,,,,,0.00
,,,"8,725",,Invoice,,08/21/2024,,AS010255,,LANKA COMMODITY BROKERS LTD,,7GB Storage Space  100GB Transfer Bandwidth  1 Nos Fixed IP. (Clean)  SPF/ DKIM Supported  Spam ...,,08/21/2024,,,,Host Email,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"18,534.88",,"18,534.88",,"48,145,189.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,726",,Invoice,,08/21/2024,,AS010256,,LANKA MOUNT CASTLE (PVT) LTD,,20GB Storage Capacity with 30 Email Accounts,,08/21/2024,,,,Host Email,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"15,200.00",,"15,200.00",,"48,160,389.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,754",,Invoice,,08/21/2024,,AS010257,,Computerage (Pvt) Ltd,,"BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch",,08/21/2024,,,,"BDCOM:S1516v1 (BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch)",,"BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch",,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"16,050.00",,"32,100.00",,"48,192,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,764",,Invoice,,08/22/2024,,AS010258,,BlueChip Technical Services(Pvt)Ltd,,Synology RX418 4 Bay  Expansion Unit,,08/22/2024,,,,Synology:RX418 (Synology RX418 4 Bay  Expansion Unit),,Synology RX418 4 Bay  Expansion Unit,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"225,000.00",,"225,000.00",,"48,417,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,764",,Invoice,,08/22/2024,,AS010258,,BlueChip Technical Services(Pvt)Ltd,,4 TB Seagate Ironwolf NAS Hard Drive,,08/22/2024,,,,HDD:4 TB NAS HDD (4 TB Seagate Ironwolf NAS Hard Drive),,4 TB Seagate Ironwolf NAS Hard Drive,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"51,000.00",,"204,000.00",,"48,621,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,764",,Invoice,,08/22/2024,,AS010258,,BlueChip Technical Services(Pvt)Ltd,,1U Rail kIt,,08/22/2024,,,,Synology:1 U Fixed Rail Kit,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"48,621,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,823",,Invoice,,08/26/2024,,AS010259,,Rapidventure (Pvt) Ltd,,4 TB Seagate Ironwolf NAS Hard Drive,,08/26/2024,,,,HDD:4 TB NAS HDD (4 TB Seagate Ironwolf NAS Hard Drive),,4 TB Seagate Ironwolf NAS Hard Drive,,Hard Drive,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"51,000.00",,"51,000.00",,"48,672,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,824",,Invoice,,08/26/2024,,AS010260,,Gem Island Investments pvt Ltd,,Synology Diskstation DS223  2Bay,,08/26/2024,,,,Synology:DS223 (Synology Diskstation DS223  2Bay),,Synology Diskstation DS223  2Bay,,Synology,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"112,000.00",,"112,000.00",,"48,784,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,835",,Invoice,,08/27/2024,,AS010261,,Studio Lakdam,,Synology 4TB NAS HDD,,08/27/2024,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:EC,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"60,000.00",,"60,000.00",,"48,844,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,858",,Invoice,,08/28/2024,,AS010262,,OAK INTEGRATED SYSTEMS PVT LTD,,Synology 4TB NAS HDD,,08/28/2024,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"44,000.00",,"88,000.00",,"48,932,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,878",,Invoice,,08/29/2024,,AS010263,,D-TECH (PVT) LTD,,Synology DS423 4 Bay NAS,,08/29/2024,,,,Synology:DS423 (Synology DS423 4 Bay NAS),,Synology DS423 4 Bay NAS,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"137,000.00",,"137,000.00",,"49,069,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,878",,Invoice,,08/29/2024,,AS010263,,D-TECH (PVT) LTD,,Synology 4TB Plus HDD,,08/29/2024,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"44,000.00",,"176,000.00",,"49,245,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,878",,Invoice,,08/29/2024,,AS010263,,D-TECH (PVT) LTD,,Special Discount,,08/29/2024,,,,Discount,,,,Sales Discount,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,,,"-2,000.00",,"-2,000.00",,"49,243,489.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,879",,Invoice,,08/29/2024,,AS010264,,Enash Global (Pvt) Ltd,,Ethernet POE Switch with 4GE TX/SFP combo ports and 24 GE PoE Ports,,08/29/2024,,,,BDCOM:S2528P (Ethernet POE Switch with 4GE TX/SFP combo ports and 24 GE PoE Ports),,Ethernet POE Switch with 4GE TX/SFP combo ports and 24 GE PoE Ports,,BDCOM,,Sal:EC,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"151,040.00",,"151,040.00",,"49,394,529.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,933",,Invoice,,09/02/2024,,AS010265,,Elegant Knitting International,,Draytek Vigor 3910 Security Appliance..Quad Wan,,09/02/2024,,,,Draytek:Vigor 3910 (Draytek Vigor 3910 Security Appliance..Quad Wan),,Draytek Vigor 3910 Security Appliance..Quad Wan,,Draytek,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"292,000.00",,"292,000.00",,"49,686,529.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,945",,Invoice,,09/02/2024,,AS010266,,Enash Global (Pvt) Ltd,,Ethernet POE Switch with 4GE TX/SFP combo ports and 24 GE PoE Ports,,09/02/2024,,,,BDCOM:S2528P (Ethernet POE Switch with 4GE TX/SFP combo ports and 24 GE PoE Ports),,Ethernet POE Switch with 4GE TX/SFP combo ports and 24 GE PoE Ports,,BDCOM,,Sal:RS,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"151,040.00",,"151,040.00",,"49,837,569.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,946",,Invoice,,09/02/2024,,AS010267,,Merbok MDF Lanka,,NAS Service & Repair Charges,,09/02/2024,,,,Services,,,,Support and Maintenance,,Sal:EC,,A,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"5,310.00",,"5,310.00",,"49,842,879.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,951",,Invoice,,09/03/2024,,AS010268,,AS-tron Solutions (Pvt) Ltd,,BDCOM S1016 16 Port 100M BaseT 1U Rack Mounted,,09/03/2024,,,,BDCOM:S1016 (BDCOM S1016 16 Port 100M BaseT 1U Rack Mounted),,BDCOM S1016 16 Port 100M BaseT 1U Rack Mounted,,BDCOM,,Sal:RS,,AD,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"12,980.00",,"25,960.00",,"49,868,839.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,956",,Invoice,,09/04/2024,,AS010269,,Softnet Information (Pvt) Ltd,,Synology NAS DS923+ 4 Bay NAS,,09/04/2024,,,,Synology:DS923+ (Synology NAS DS923+ 4 Bay NAS),,Synology NAS DS923+ 4 Bay NAS,,Synology,,,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"240,000.00",,"240,000.00",,"50,108,839.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,958",,Invoice,,09/04/2024,,AS010270,,THE COMPUTER CENTER (PVT) LTD,,Synology 8TB NAS Hard Drive,,09/04/2024,,,,HDD:HAT3310-8T (Synology 8TB Plus Hard Drive),,Synology 8TB Plus Hard Drive,,Hard Drive,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,"86,000.00",,"344,000.00",,"50,452,839.06",,Income,,0.00,,,,,,,,,,0.00
,,,"8,962",,Invoice,,09/05/2024,,AS010271,,AL - ARAF HOTELS & RESORT (PVT) LTD,,Hosting Charges for 10 email Accounts (10$),,09/05/2024,,,,Hosting (Hosting),,Hosting,,Support and Maintenance,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"3,010.00",,"3,010.00",,"50,455,849.06",,Income,,0.00,,,,,,,,,,0.00
,,,"9,034",,Invoice,,09/09/2024,,AS010272,,Alphasonic Technologies (Pvt) Ltd,,Synology RackStation RS2423RP+ 12Bay with 16GB RAM,,09/09/2024,,,,RS2423RP+ (Synology RackStation RS2423RP+ 12Bay),,Synology RackStation RS2423RP+ 12Bay,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"1,599,351.09",,"1,599,351.09",,"52,055,200.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,034",,Invoice,,09/09/2024,,AS010272,,Alphasonic Technologies (Pvt) Ltd,,Synology 4 TB Enterprise HDD,,09/09/2024,,,,4TB Synology Ent (Synology 4 TB Enterprise HDD),,Synology 4 TB Enterprise HDD,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,4.00,,,,,,"52,055,200.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,034",,Invoice,,09/09/2024,,AS010272,,Alphasonic Technologies (Pvt) Ltd,,Synology M2D20 Adapter Card,,09/09/2024,,,,Synology:M2D20 (Synology M2D20 Adapter Card),,Synology M2D20 Adapter Card,,Hardware,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"52,055,200.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,034",,Invoice,,09/09/2024,,AS010272,,Alphasonic Technologies (Pvt) Ltd,,2U Rail kit,,09/09/2024,,,,Synology:2 U Sliding Rail Kit,,,,Synology,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"52,055,200.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,034",,Invoice,,09/09/2024,,AS010272,,Alphasonic Technologies (Pvt) Ltd,,SATA5220-1920G M.2 NVMe SSD,,09/09/2024,,,,HDD:SATA5220-1920G (SATA5220-1920G M.2 NVMe SSD),,SATA5220-1920G M.2 NVMe SSD,,Hard Drive,,Sal:RS,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,,,,,"52,055,200.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,035",,Invoice,,09/09/2024,,AS010273,,Computerage (Pvt) Ltd,,"BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch",,09/09/2024,,,,"BDCOM:S1516v1 (BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch)",,"BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch",,BDCOM,,Sal:RS,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"16,050.00",,"16,050.00",,"52,071,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,053",,Invoice,,09/11/2024,,AS010274,,American Premium Water Systems (Pvt)Ltd,,Synology DS216 System Repair & Data Recovery Charges,,09/11/2024,,,,Services,,,,Support and Maintenance,,Sal:EC,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"20,000.00",,"20,000.00",,"52,091,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,054",,Invoice,,09/11/2024,,AS010275,,American Premium Water Systems (Pvt)Ltd,,Synology 2TB Plus Hard Drive,,09/11/2024,,,,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),,Synology 2TB Plus Hard Drive,,Hard Drive,,Sal:EC,,A,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"39,000.00",,"78,000.00",,"52,169,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,055",,Invoice,,09/11/2024,,AS010276,,Apex Business Solutions PVT Ltd.,,Synology RX1217 RP  12 Bay Expansion,,09/11/2024,,,,Synology:RX1217RP (Synology RX1217 RP  12 Bay Expansion),,Synology RX1217 RP  12 Bay Expansion,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"749,000.00",,"749,000.00",,"52,918,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,055",,Invoice,,09/11/2024,,AS010276,,Apex Business Solutions PVT Ltd.,,Synology 4 TB Enterprise HDD,,09/11/2024,,,,4TB Synology Ent (Synology 4 TB Enterprise HDD),,Synology 4 TB Enterprise HDD,,Hard Drive,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,12.00,,"79,000.00",,"948,000.00",,"53,866,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,055",,Invoice,,09/11/2024,,AS010276,,Apex Business Solutions PVT Ltd.,,2 U Sliding Rail Kit,,09/11/2024,,,,Synology:2 U Sliding Rail Kit,,,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"53,866,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,058",,Invoice,,09/11/2024,,AS010277,,Nadeera Paints (Pvt) Ltd,,Firewall configuration Charges,,09/11/2024,,,,Services,,,,Support and Maintenance,,Sal:EC,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"15,000.00",,"15,000.00",,"53,881,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,073",,Invoice,,09/12/2024,,AS010278,,ICC Inernational Construction Consortium,,BDCOM S1508E Network Switch 8 Port,,09/12/2024,,,,BDCOM:S1508E,,,,BDCOM,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"5,500.00",,"11,000.00",,"53,892,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,074",,Invoice,,09/12/2024,,AS010279,,NOLIMIT,,BDCOM S1500-24T Switch,,09/12/2024,,,,BDCOM:S1500-24T (BDCOM S1500-24T Switch),,BDCOM S1500-24T Switch,,BDCOM,,Sal:EC,,AR,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"22,000.00",,"44,000.00",,"53,936,250.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,075",,Invoice,,09/12/2024,,AS010280,,THE COMPUTER CENTER (PVT) LTD,,Seagate 2TB Constellation SATA  HDD,,09/12/2024,,,,2TB Seagate Constellation (Seagate 2TB Constellation SATA  HDD),,Seagate 2TB Constellation SATA  HDD,,Hard Drive,,Sal:RS,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"59,200.00",,"59,200.00",,"53,995,450.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,076",,Invoice,,09/13/2024,,AS010281,,NOLIMIT,,Synology RackStation RS2423RP+ 12Bay,,09/13/2024,,,,RS2423RP+ (Synology RackStation RS2423RP+ 12Bay),,Synology RackStation RS2423RP+ 12Bay,,Synology,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"1,015,300.00",,"1,015,300.00",,"55,010,750.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,076",,Invoice,,09/13/2024,,AS010281,,NOLIMIT,,Synology 4TB NAS HDD,,09/13/2024,,,,HDD:HAT3300-4T (Synology 4TB Plus HDD),,Synology 4TB Plus HDD,,Hard Drive,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,10.00,,"48,400.00",,"484,000.00",,"55,494,750.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,076",,Invoice,,09/13/2024,,AS010281,,NOLIMIT,,2 U Sliding Rail Kit,,09/13/2024,,,,Synology:2 U Sliding Rail Kit,,,,Synology,,Sal:EC,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,,,,,"55,494,750.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,078",,Invoice,,09/13/2024,,AS010282,,Hexar Evolution (Pvt) Ltd,,"Acronis Cyber Protect Standard Workstation Subscription License, 1 Year",,09/13/2024,,,,Acronis,,,,Acronics,,Sal:RS,,SM,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,10.00,,"21,000.00",,"210,000.00",,"55,704,750.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,439",,Invoice,,09/18/2024,,AS010283,,Apex Business Solutions PVT Ltd.,,Synology RX1217 RP  12 Bay Expansion,,09/18/2024,,,,Synology:RX1217RP (Synology RX1217 RP  12 Bay Expansion),,Synology RX1217 RP  12 Bay Expansion,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,"749,000.00",,"1,498,000.00",,"57,202,750.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,439",,Invoice,,09/18/2024,,AS010283,,Apex Business Solutions PVT Ltd.,,Synology 8TB Enterprise Hard Drive,,09/18/2024,,,,HDD:Synology 8TB ENT (Synology 8TB Enterprise Hard Drive),,Synology 8TB Enterprise Hard Drive,,Hard Drive,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,24.00,,"122,000.00",,"2,928,000.00",,"60,130,750.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,439",,Invoice,,09/18/2024,,AS010283,,Apex Business Solutions PVT Ltd.,,2U Rail Kit,,09/18/2024,,,,Synology:2 U Sliding Rail Kit,,,,Synology,,Sal:RS,,AD,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,2.00,,,,,,"60,130,750.15",,Income,,0.00,,,,,,,,,,0.00
,,,"9,455",,Invoice,,09/19/2024,,AS010284,,LANKA COMMODITY BROKERS LTD,,7GB Storage Space  100GB Transfer Bandwidth  1 Nos Fixed IP. (Clean)  SPF/ DKIM Supported  Spam ...,,09/19/2024,,,,Host Email,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"18,748.27",,"18,748.27",,"60,149,498.42",,Income,,0.00,,,,,,,,,,0.00
,,,"9,456",,Invoice,,09/19/2024,,AS010285,,LANKA COMMODITY BROKERS LTD,,Anti Spam Service,,09/19/2024,,,,Services,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"6,832.65",,"6,832.65",,"60,156,331.07",,Income,,0.00,,,,,,,,,,0.00
,,,"9,457",,Invoice,,09/19/2024,,AS010286,,LANKA MOUNT CASTLE (PVT) LTD,,20GB Storage Capacity with 30 Email Accounts,,09/19/2024,,,,Host Email,,,,Support and Maintenance,,Mnt,,AS,,Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"15,375.00",,"15,375.00",,"60,171,706.07",,Income,,0.00,,,,,,,,,,0.00
,,,"9,459",,Invoice,,09/20/2024,,AS010287,,Star Technology,,Synology Diskstation DS223  2Bay,,09/20/2024,,,,Synology:DS223 (Synology Diskstation DS223  2Bay),,Synology Diskstation DS223  2Bay,,Synology,,Sal:RS,,A,,Non-Taxable Sales,,,,Accounts Receivable,,Paid,,,,,,1.00,,"123,900.00",,"123,900.00",,"60,295,606.07",,Income,,0.00,,,,,,,,,,0.00
