Type,Date,Num,Name,Item,Description,Sales Tax Code,Qty,Amount,Product Category,Rep,PONumber,Memo,QBTxnID,Subtotal,SalesTaxTotal,SalesTaxRate,SalesTaxItem,CustomerTaxCode,AppliedAmount,BalanceRemaining,IsPaid,DueDate,ShipDate,Terms,UnitPrice
Invoice,2012-06-25,AS004965,Practical Action,OLD HDD:2TBHDD,"2 TB Hard Drive S/N 507071 , 507072
S/N 52409B25 , 52409E9N",Tax,2,57000.00,OLD HDD,Y,,,34C8-1340599046,57000.00,0.00,0.00,Non VAT,Tax,-57000.00,0.00,1,2012-06-25,2012-06-25,Due on receipt,28500.00
Invoice,2012-06-25,AS004965,Practical Action,Item,Item,Taxable Sales,1,0,,Y,,,34C8-1340599046,57000.00,0.00,0.00,Non VAT,Tax,-57000.00,0.00,1,2012-06-25,2012-06-25,Due on receipt,0
Invoice,2012-06-25,AS004965,Practical Action,Item,Item,Taxable Sales,1,0,,Y,,,34C8-1340599046,57000.00,0.00,0.00,Non VAT,Tax,-57000.00,0.00,1,2012-06-25,2012-06-25,Due on receipt,0
Invoice,2012-06-25,AS004965,Practical Action,Item,1 Year waranty,Taxable Sales,1,0,,Y,,,34C8-1340599046,57000.00,0.00,0.00,Non VAT,Tax,-57000.00,0.00,1,2012-06-25,2012-06-25,Due on receipt,0
Invoice,2012-06-28,AS004966,Lanka Knitters (pvt) Ltd,Labour Charges,Labour Charges-Troubleshooting,Tax,1,3000.00,,R,,,34DD-1340864808,3000.00,360.00,12.00,VAT,VAT,-3360.00,0.00,1,2012-06-28,2012-06-28,Due on receipt,3000
Invoice,2012-06-28,AS004967,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges-Troubleshooting,VAT,1,2000.00,,AS,,,34E1-1340866066,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-06-28,2012-06-28,Due on receipt,2000
Invoice,2012-06-28,AS004968,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges -Troubleshooting,VAT,1,3000.00,,AS,,,34E5-1340866376,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2012-06-28,2012-06-28,Due on receipt,3000
Invoice,2012-06-29,AS004969,Nawaloka Construction Company Limited,Printer:Encore,ENCORE USB over network server,Tax,2,24000.00,Printer,Y,,,34E9-1340945836,24000.00,0.00,0.00,Non VAT,Tax,-24000.00,0.00,1,2012-07-29,2012-06-29,Net 30,12000.00
Invoice,2012-06-29,AS004969,Nawaloka Construction Company Limited,Item,"S/N 506678 , 506679",Taxable Sales,1,0,,Y,,,34E9-1340945836,24000.00,0.00,0.00,Non VAT,Tax,-24000.00,0.00,1,2012-07-29,2012-06-29,Net 30,0
Invoice,2012-06-29,AS004969,Nawaloka Construction Company Limited,Item,Item,Taxable Sales,1,0,,Y,,,34E9-1340945836,24000.00,0.00,0.00,Non VAT,Tax,-24000.00,0.00,1,2012-07-29,2012-06-29,Net 30,0
Invoice,2012-06-29,AS004969,Nawaloka Construction Company Limited,Item,Item,Taxable Sales,1,0,,Y,,,34E9-1340945836,24000.00,0.00,0.00,Non VAT,Tax,-24000.00,0.00,1,2012-07-29,2012-06-29,Net 30,0
Invoice,2012-06-29,AS004969,Nawaloka Construction Company Limited,Item,Item,Taxable Sales,1,0,,Y,,,34E9-1340945836,24000.00,0.00,0.00,Non VAT,Tax,-24000.00,0.00,1,2012-07-29,2012-06-29,Net 30,0
Invoice,2012-06-29,AS004969,Nawaloka Construction Company Limited,Item,1 Year Waranty,Taxable Sales,1,0,,Y,,,34E9-1340945836,24000.00,0.00,0.00,Non VAT,Tax,-24000.00,0.00,1,2012-07-29,2012-06-29,Net 30,0
Invoice,2012-07-10,AS004970,"Lanka Floortiles PLC,",Warranty,"Synology Disk Station DS211 with 02 nos of 02 TB HD
Unit service Agreement (109,500.00 X 18 %) for One year warranty period.",Tax,1,19710.00,,Y,,,351D-1341907424,19710.00,2365.20,12.00,VAT,Tax,-22075.20,0.00,1,2012-07-10,2012-07-10,,19710
Invoice,2012-07-10,AS004970,"Lanka Floortiles PLC,",Item,Item,Taxable Sales,1,0,,Y,,,351D-1341907424,19710.00,2365.20,12.00,VAT,Tax,-22075.20,0.00,1,2012-07-10,2012-07-10,,0
Invoice,2012-07-10,AS004970,"Lanka Floortiles PLC,",Item,"Effective period,",Taxable Sales,1,0,,Y,,,351D-1341907424,19710.00,2365.20,12.00,VAT,Tax,-22075.20,0.00,1,2012-07-10,2012-07-10,,0
Invoice,2012-07-10,AS004970,"Lanka Floortiles PLC,",Item,18th March 2012 to 19th March 2013,Taxable Sales,1,0,,Y,,,351D-1341907424,19710.00,2365.20,12.00,VAT,Tax,-22075.20,0.00,1,2012-07-10,2012-07-10,,0
Invoice,2012-07-10,AS004970,"Lanka Floortiles PLC,",Item,Item,Taxable Sales,1,0,,Y,,,351D-1341907424,19710.00,2365.20,12.00,VAT,Tax,-22075.20,0.00,1,2012-07-10,2012-07-10,,0
Invoice,2012-07-10,AS004970,"Lanka Floortiles PLC,",Item,Unit SN: H010524,Taxable Sales,1,0,,Y,,,351D-1341907424,19710.00,2365.20,12.00,VAT,Tax,-22075.20,0.00,1,2012-07-10,2012-07-10,,0
Invoice,2012-07-10,AS004970,"Lanka Floortiles PLC,",Item,"Hard Drives SN: H010525, H010526",Taxable Sales,1,0,,Y,,,351D-1341907424,19710.00,2365.20,12.00,VAT,Tax,-22075.20,0.00,1,2012-07-10,2012-07-10,,0
Invoice,2012-07-12,AS004971,Lanka Knitters (pvt) Ltd,Labour Charges,Labour Charges,Tax,1,2000.00,,R,,,353B-1342078820,2000.00,240.00,12.00,VAT,VAT,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,2000
Invoice,2012-07-12,AS004972,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,6000.00,,AS,,,353F-1342078996,6000.00,720.00,12.00,VAT,,-6720.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,6000
Invoice,2012-07-12,AS004972,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,DyDns Software installed & configure the setting,Taxable Sales,1,0,,AS,,,353F-1342078996,6000.00,720.00,12.00,VAT,,-6720.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004972,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,353F-1342078996,6000.00,720.00,12.00,VAT,,-6720.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004972,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,353F-1342078996,6000.00,720.00,12.00,VAT,,-6720.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004972,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,353F-1342078996,6000.00,720.00,12.00,VAT,,-6720.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004972,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Job Sheet 10376,Taxable Sales,1,0,,AS,,,353F-1342078996,6000.00,720.00,12.00,VAT,,-6720.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004973,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,2000.00,,AS,,,3548-1342083820,2750.00,330.00,12.00,VAT,,-3080.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,2000
Invoice,2012-07-12,AS004973,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Network:Cables,cables,Tax,1,750.00,Network,AS,,,3548-1342083820,2750.00,330.00,12.00,VAT,,-3080.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,750
Invoice,2012-07-12,AS004974,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,2000.00,,AS,,,354D-1342084042,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,2000
Invoice,2012-07-12,AS004974,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,354D-1342084042,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004974,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,354D-1342084042,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004974,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,354D-1342084042,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004974,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,354D-1342084042,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004974,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Job Sheet 10405,Taxable Sales,1,0,,AS,,,354D-1342084042,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004975,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,2000.00,,AS,,,3556-1342084589,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,2000
Invoice,2012-07-12,AS004975,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3556-1342084589,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004975,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3556-1342084589,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004975,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3556-1342084589,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004975,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3556-1342084589,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004975,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Job Sheet 10408,Taxable Sales,1,0,,AS,,,3556-1342084589,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004976,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Network,KVM switch,Tax,1,5000.00,,AS,,,355A-1342084720,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,5000
Invoice,2012-07-12,AS004976,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,2000.00,,AS,,,355A-1342084720,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,2000
Invoice,2012-07-12,AS004976,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,355A-1342084720,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004976,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,355A-1342084720,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004976,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,355A-1342084720,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-12,AS004976,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,"job sheet       10403
",Taxable Sales,1,0,,AS,,,355A-1342084720,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2012-07-12,2012-07-12,Due on receipt,0
Invoice,2012-07-19,AS004977,Aitken Spence Travels (Private)Limited.,Synology:Synology DS1512+,"Synology NAS DS1512+ Disk Station
S/N- C4KAN00984
",Tax,1,389000.00,Synology,R,8979,,356D-1342672808,389000.00,0.00,0.00,Non VAT,Tax,-389000.00,0.00,1,2012-07-19,2012-07-19,,389000
Invoice,2012-07-19,AS004977,Aitken Spence Travels (Private)Limited.,Item,Item,Taxable Sales,1,0,,R,8979,,356D-1342672808,389000.00,0.00,0.00,Non VAT,Tax,-389000.00,0.00,1,2012-07-19,2012-07-19,,0
Invoice,2012-07-19,AS004977,Aitken Spence Travels (Private)Limited.,OLD HDD:2TBHDD,"3 TB Hard Drive
S/N W1F0QZL5
S/N W1F0P74F
",Non,2,0.00,OLD HDD,R,8979,,356D-1342672808,389000.00,0.00,0.00,Non VAT,Tax,-389000.00,0.00,1,2012-07-19,2012-07-19,,0.00
Invoice,2012-07-19,AS004977,Aitken Spence Travels (Private)Limited.,Item,Expansion 2GB Ram,Taxable Sales,1,0,,R,8979,,356D-1342672808,389000.00,0.00,0.00,Non VAT,Tax,-389000.00,0.00,1,2012-07-19,2012-07-19,,0
Invoice,2012-07-19,AS004977,Aitken Spence Travels (Private)Limited.,Item,Item,Taxable Sales,1,0,,R,8979,,356D-1342672808,389000.00,0.00,0.00,Non VAT,Tax,-389000.00,0.00,1,2012-07-19,2012-07-19,,0
Invoice,2012-07-19,AS004977,Aitken Spence Travels (Private)Limited.,Item,"3 Years Warranty on NAS
3 Years Warranty on Hard Drive",Taxable Sales,1,0,,R,8979,,356D-1342672808,389000.00,0.00,0.00,Non VAT,Tax,-389000.00,0.00,1,2012-07-19,2012-07-19,,0
Invoice,2012-07-20,AS004978,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges - Troubleshooting,VAT,1,2000.00,,AS,,,3583-1342761900,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,2000
Invoice,2012-07-20,AS004978,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3583-1342761900,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004978,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3583-1342761900,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004978,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3583-1342761900,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004978,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3583-1342761900,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004978,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Job Sheet -  10419,Taxable Sales,1,0,,AS,,,3583-1342761900,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004979,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges -Troubleshooting,VAT,1,4000.00,,AS,,,358C-1342762090,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,4000
Invoice,2012-07-20,AS004979,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,358C-1342762090,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004979,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,358C-1342762090,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004979,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,358C-1342762090,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004979,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,358C-1342762090,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004979,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Job Sheet -10415,Taxable Sales,1,0,,AS,,,358C-1342762090,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004980,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges-Troubleshooting,VAT,1,2000.00,,AS,,,3595-1342762169,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,2000
Invoice,2012-07-20,AS004981,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,2000.00,,AS,,,3599-1342770511,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,2000
Invoice,2012-07-20,AS004981,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3599-1342770511,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004981,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3599-1342770511,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004981,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Item,Taxable Sales,1,0,,AS,,,3599-1342770511,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004981,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Job Sheet 10422,Taxable Sales,1,0,,AS,,,3599-1342770511,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004982,STATEMAN HATS (Pvt) LTD.,Network:Cables,"Network Cables 
S/N 506675",Tax,1,600.00,Network,AS,,,359D-1342770845,600.00,72.00,12.00,VAT,,-672.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,600
Invoice,2012-07-20,AS004982,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,359D-1342770845,600.00,72.00,12.00,VAT,,-672.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004982,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,359D-1342770845,600.00,72.00,12.00,VAT,,-672.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004982,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,359D-1342770845,600.00,72.00,12.00,VAT,,-672.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004982,STATEMAN HATS (Pvt) LTD.,Item,Job Sheet - 10421,Taxable Sales,1,0,,AS,,,359D-1342770845,600.00,72.00,12.00,VAT,,-672.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004983,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,3000.00,,AS,,,35A1-1342771042,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,3000
Invoice,2012-07-20,AS004983,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35A1-1342771042,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004983,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35A1-1342771042,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004983,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35A1-1342771042,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004983,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35A1-1342771042,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-20,AS004983,STATEMAN HATS (Pvt) LTD.,Item,Job Sheet - 10426,Taxable Sales,1,0,,AS,,,35A1-1342771042,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2012-07-20,2012-07-20,Due on receipt,0
Invoice,2012-07-23,AS004984,STATEMAN HATS (Pvt) LTD.,Labour Charges,"Labour Charges
New PC Installation",VAT,1,4000.00,,AS,,,35E1-1343022330,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,4000
Invoice,2012-07-23,AS004984,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35E1-1343022330,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004984,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35E1-1343022330,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004984,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35E1-1343022330,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004984,STATEMAN HATS (Pvt) LTD.,Item,Job Sheet  10411,Taxable Sales,1,0,,AS,,,35E1-1343022330,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004985,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,AS,,,35E5-1343022439,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,2000
Invoice,2012-07-23,AS004985,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35E5-1343022439,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004985,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35E5-1343022439,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004985,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35E5-1343022439,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004985,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35E5-1343022439,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004985,STATEMAN HATS (Pvt) LTD.,Item,Job Sheet 10406,Taxable Sales,1,0,,AS,,,35E5-1343022439,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004986,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,AS,,,35EA-1343022820,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,2000
Invoice,2012-07-23,AS004986,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35EA-1343022820,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004986,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35EA-1343022820,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004986,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35EA-1343022820,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004986,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35EA-1343022820,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004986,STATEMAN HATS (Pvt) LTD.,Item,Job Sheet 10410,Taxable Sales,1,0,,AS,,,35EA-1343022820,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004987,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,1000.00,,AS,,,35EE-1343023089,1000.00,120.00,12.00,VAT,,-1120.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,1000
Invoice,2012-07-23,AS004987,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35EE-1343023089,1000.00,120.00,12.00,VAT,,-1120.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004987,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35EE-1343023089,1000.00,120.00,12.00,VAT,,-1120.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004987,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35EE-1343023089,1000.00,120.00,12.00,VAT,,-1120.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004987,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,,,35EE-1343023089,1000.00,120.00,12.00,VAT,,-1120.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
Invoice,2012-07-23,AS004987,STATEMAN HATS (Pvt) LTD.,Item,Job Sheet 10409,Taxable Sales,1,0,,AS,,,35EE-1343023089,1000.00,120.00,12.00,VAT,,-1120.00,0.00,1,2012-07-23,2012-07-23,Due on receipt,0
