Type,Date,Num,Name,Item,Description,Sales Tax Code,Qty,Amount,Product Category,Rep,PONumber,Memo,QBTxnID,Subtotal,SalesTaxTotal,SalesTaxRate,SalesTaxItem,CustomerTaxCode,AppliedAmount,BalanceRemaining,IsPaid,DueDate,ShipDate,Terms,UnitPrice
Invoice,2009-04-02,AS004001,MUSLIM AID,Labour Charges,Labour Charges,VAT,1,1500.00,,Mahi,,,2E-1238689845,1500.00,180.00,12.00,VAT,Tax,-1680.00,0.00,1,2009-04-02,2009-04-02,Due on receipt,1500.00
Invoice,2009-04-02,AS004001,MUSLIM AID,Item,Work Sheet  8194,Taxable Sales,1,0,,Mahi,,,2E-1238689845,1500.00,180.00,12.00,VAT,Tax,-1680.00,0.00,1,2009-04-02,2009-04-02,Due on receipt,0
Invoice,2009-04-08,AS004002,JAY JAY MILLS LANKA (PVT) LTD,Synology:CS407,CS407 - 4 bay NAS,Non,1,109960.00,Synology,AS,26617,,34-1239178335,173960.00,0.00,0.00,Non VAT,,-173960.00,0.00,1,2009-04-08,2009-04-08,Due on receipt,109960.00
Invoice,2009-04-08,AS004002,JAY JAY MILLS LANKA (PVT) LTD,Item,SN:502456,Taxable Sales,1,0,,AS,26617,,34-1239178335,173960.00,0.00,0.00,Non VAT,,-173960.00,0.00,1,2009-04-08,2009-04-08,Due on receipt,0
Invoice,2009-04-08,AS004002,JAY JAY MILLS LANKA (PVT) LTD,OLD HDD:500GBHDDS,500GB Hard Drive SATA,Non,4,64000.00,OLD HDD,AS,26617,,34-1239178335,173960.00,0.00,0.00,Non VAT,,-173960.00,0.00,1,2009-04-08,2009-04-08,Due on receipt,16000.00
Invoice,2009-04-08,AS004002,JAY JAY MILLS LANKA (PVT) LTD,Item,SN:502774 502775 507782 502777,Taxable Sales,1,0,,AS,26617,,34-1239178335,173960.00,0.00,0.00,Non VAT,,-173960.00,0.00,1,2009-04-08,2009-04-08,Due on receipt,0
Invoice,2009-04-08,AS004002,JAY JAY MILLS LANKA (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,26617,,34-1239178335,173960.00,0.00,0.00,Non VAT,,-173960.00,0.00,1,2009-04-08,2009-04-08,Due on receipt,0
Invoice,2009-04-08,AS004002,JAY JAY MILLS LANKA (PVT) LTD,Item,1 year warranty,Taxable Sales,1,0,,AS,26617,,34-1239178335,173960.00,0.00,0.00,Non VAT,,-173960.00,0.00,1,2009-04-08,2009-04-08,Due on receipt,0
Invoice,2009-04-08,AS004003,KIDS UNLIMITED,Labels:ThermalRibbon,Thermal Wax Ribbon,VAT,3,3000.00,Labels,,,,3D-1239192152,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2009-04-08,2009-04-08,Due on receipt,1000.00
Invoice,2009-04-13,AS004004,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,2,5500.00,,,,,49-1239627289,5500.00,660.00,12.00,VAT,,-6160.00,0.00,1,2009-04-13,2009-04-13,Due on receipt,2750.00
Invoice,2009-04-13,AS004004,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,"
2 UPS Repaired with Batteries",Taxable Sales,1,0,,,,,49-1239627289,5500.00,660.00,12.00,VAT,,-6160.00,0.00,1,2009-04-13,2009-04-13,Due on receipt,0
Invoice,2009-04-13,AS004004,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,6 months warranty on repair,Taxable Sales,1,0,,,,,49-1239627289,5500.00,660.00,12.00,VAT,,-6160.00,0.00,1,2009-04-13,2009-04-13,Due on receipt,0
Invoice,2009-04-13,AS004005,MUSLIM AID,Labour Charges,Labour Charges,VAT,1,1500.00,,Mahi,,,50-1239629338,1500.00,180.00,12.00,VAT,Tax,-1680.00,0.00,1,2009-04-13,2009-04-13,Due on receipt,1500.00
Invoice,2009-04-13,AS004005,MUSLIM AID,Item,JobSheet 8194,Taxable Sales,1,0,,Mahi,,,50-1239629338,1500.00,180.00,12.00,VAT,Tax,-1680.00,0.00,1,2009-04-13,2009-04-13,Due on receipt,0
Invoice,2009-04-14,AS004006,CHRISTIAN AID,Memory:512-1-King,Kingston 512MB DDR1,Non,1,4300.00,Memory,AS,,,55-1239686609,4300.00,0.00,0.00,Non VAT,,-4300.00,0.00,1,2009-04-14,2009-04-14,Due on receipt,4300.00
Invoice,2009-04-14,AS004006,CHRISTIAN AID,Item,(502988),Taxable Sales,1,0,,AS,,,55-1239686609,4300.00,0.00,0.00,Non VAT,,-4300.00,0.00,1,2009-04-14,2009-04-14,Due on receipt,0
Invoice,2009-04-14,AS004007,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,,,,5A-1239687198,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-14,2009-04-14,Due on receipt,2000.00
Invoice,2009-04-14,AS004007,STATEMAN HATS (Pvt) LTD.,Item,JobSheet : 8198,Taxable Sales,1,0,,,,,5A-1239687198,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-14,2009-04-14,Due on receipt,0
Invoice,2009-04-14,AS004008,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,2000.00,,,,,5F-1239687965,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-14,2009-04-14,Due on receipt,2000.00
Invoice,2009-04-14,AS004008,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,JobSheet 8136,Taxable Sales,1,0,,,,,5F-1239687965,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-14,2009-04-14,Due on receipt,0
Invoice,2009-04-14,AS004009,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,,,,64-1239706143,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-14,2009-04-14,Due on receipt,2000.00
Invoice,2009-04-14,AS004009,STATEMAN HATS (Pvt) LTD.,Item,Jobsheet 8203,Taxable Sales,1,0,,,,,64-1239706143,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-14,2009-04-14,Due on receipt,0
Invoice,2009-04-14,AS004010,LITHITECH ADVANCE SOLUTIONS,CBLTST,"Computer Accessories
Cable Tester - Basic",Non,1,2000.00,,,,,69-1239707846,2000.00,0.00,0.00,Non VAT,,-2000.00,0.00,1,2009-05-14,2009-04-14,Net 30,2000.00
Invoice,2009-04-15,AS004011,LANKA MOUNT CASTLE (PVT) LTD,Labour Charges,Consultancy Charges,VAT,1,7000.00,,,,,6E-1239769844,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2009-04-15,2009-04-15,Due on receipt,7000.00
Invoice,2009-04-15,AS004011,LANKA MOUNT CASTLE (PVT) LTD,Item,from   1st  April 2009   to   30th April 2009,Taxable Sales,1,0,,,,,6E-1239769844,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2009-04-15,2009-04-15,Due on receipt,0
Invoice,2009-04-15,AS004011,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,,,,6E-1239769844,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2009-04-15,2009-04-15,Due on receipt,0
Invoice,2009-04-15,AS004011,LANKA MOUNT CASTLE (PVT) LTD,Item,,Taxable Sales,1,0,,,,,6E-1239769844,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2009-04-15,2009-04-15,Due on receipt,0
Invoice,2009-04-16,AS004012,LANKA COMMODITY BROKERS LTD,HSTPRM,"Shared Hosting Charges
Premium Account
2048MB Space, 100Gb Transfer
MySql / Fixed IP",VAT,1,14100.00,,,,,75-1239859660,15862.50,1903.50,12.00,VAT,,-17766.00,0.00,1,2009-04-16,2009-04-16,Due on receipt,14100.00
Invoice,2009-04-16,AS004012,LANKA COMMODITY BROKERS LTD,Item,"From 1st April   to 30th April 2009       USD120 @ 117.50
",Taxable Sales,1,0,,,,,75-1239859660,15862.50,1903.50,12.00,VAT,,-17766.00,0.00,1,2009-04-16,2009-04-16,Due on receipt,0
Invoice,2009-04-16,AS004012,LANKA COMMODITY BROKERS LTD,HSTIP,Fixed IP,VAT,1,1762.50,,,,,75-1239859660,15862.50,1903.50,12.00,VAT,,-17766.00,0.00,1,2009-04-16,2009-04-16,Due on receipt,1762.50
Invoice,2009-04-16,AS004012,LANKA COMMODITY BROKERS LTD,Item,From 1st April   to 30th April 2009       USD15 @ 117.50,Taxable Sales,1,0,,,,,75-1239859660,15862.50,1903.50,12.00,VAT,,-17766.00,0.00,1,2009-04-16,2009-04-16,Due on receipt,0
Invoice,2009-04-17,AS004013,"DAVID PIERIS MOTOR CO. LTD.,",Synology:CS407e,CS407e - 4 Bay NAS,Non,14,969500.00,Synology,SS,MP0BTM2009040200021,,7F-1239949152,969500.00,0.00,0.00,Non VAT,,-969500.00,0.00,1,2009-04-17,2009-04-17,Due on receipt,69250.00
Invoice,2009-04-17,AS004013,"DAVID PIERIS MOTOR CO. LTD.,",Item,Item,Taxable Sales,1,0,,SS,MP0BTM2009040200021,,7F-1239949152,969500.00,0.00,0.00,Non VAT,,-969500.00,0.00,1,2009-04-17,2009-04-17,Due on receipt,0
Invoice,2009-04-17,AS004013,"DAVID PIERIS MOTOR CO. LTD.,",Item,P.O. Number : MP0BTM2009040200021,Taxable Sales,1,0,,SS,MP0BTM2009040200021,,7F-1239949152,969500.00,0.00,0.00,Non VAT,,-969500.00,0.00,1,2009-04-17,2009-04-17,Due on receipt,0
Invoice,2009-04-17,AS004013,"DAVID PIERIS MOTOR CO. LTD.,",Item,Serial No:,Taxable Sales,1,0,,SS,MP0BTM2009040200021,,7F-1239949152,969500.00,0.00,0.00,Non VAT,,-969500.00,0.00,1,2009-04-17,2009-04-17,Due on receipt,0
Invoice,2009-04-17,AS004013,"DAVID PIERIS MOTOR CO. LTD.,",Item,"  504001  504002  504003  504004
  504005  504006  504007  504008
  504009  504010  504011  504012
  504013  504014",Taxable Sales,1,0,,SS,MP0BTM2009040200021,,7F-1239949152,969500.00,0.00,0.00,Non VAT,,-969500.00,0.00,1,2009-04-17,2009-04-17,Due on receipt,0
Invoice,2009-04-27,AS004014,LANKA MOUNT CASTLE (PVT) LTD,Labour Charges,Labour Charges,VAT,1,2000.00,,,,,87-1240832783,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,2000.00
Invoice,2009-04-27,AS004014,LANKA MOUNT CASTLE (PVT) LTD,Item,JOB SHEET : 8204,Taxable Sales,1,0,,,,,87-1240832783,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,PC:AS4000PC,Active Station 4000 PC,Non,1,49900.00,PC,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,49900.00
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,Intel Dual Core 2.5Ghz Processor    [ 502970 ],Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,Foxconn Motherboard                      [ 502976 ],Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,2 GB DDR2 Ram                                [ 502980 ] [ 502981 ],Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,160GB SATA II Hard Drive                [ 502975 ],Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,DVD ROM / CDWRITER                     [ 502977 ],Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,Keyboard & Mouse,Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,Casing & Power supply                     [ 502736 ],Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,"17"" Samsung LCD Display                 [ 502971 ]",Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,,Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004015,STATEMAN HATS (Pvt) LTD.,Item,Delivered On 20-03-2009,Taxable Sales,1,0,,,,,8C-1240886480,49900.00,0.00,0.00,Non VAT,,-49900.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004016,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,,,,9B-1240887144,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,2000.00
Invoice,2009-04-27,AS004016,STATEMAN HATS (Pvt) LTD.,Item,Thunderbird E-mail lost - Mail Archived recovered and replaced,Taxable Sales,1,0,,,,,9B-1240887144,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004017,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,Fz,,,A0-1240888857,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,2000.00
Invoice,2009-04-27,AS004017,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,Item,As Per JobSheet  8206,Taxable Sales,1,0,,Fz,,,A0-1240888857,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004018,CHRISTIAN AID,Labour Charges,Labour Charges,VAT,1,4000.00,,AS,,,A5-1240888956,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,4000.00
Invoice,2009-04-27,AS004018,CHRISTIAN AID,Item,"Job Sheet: 8209 
Exceeding  6 Hours
Special Discounted Rate
",Taxable Sales,1,0,,AS,,,A5-1240888956,4000.00,480.00,12.00,VAT,,-4480.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004019,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,2000.00,,,,,AA-1240889023,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,2000.00
Invoice,2009-04-27,AS004019,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Jobsheet 8208,Taxable Sales,1,0,,,,,AA-1240889023,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-04-27,AS004020,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Labour Charges,Labour Charges,VAT,1,3000.00,,,,,AF-1240889104,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,3000.00
Invoice,2009-04-27,AS004020,"FRONTIER AUTOMOTIVES (PVT) LTD.,",Item,Mr Yapa Laptop  - Labour Charges,Taxable Sales,1,0,,,,,AF-1240889104,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2009-04-27,2009-04-27,Due on receipt,0
Invoice,2009-05-05,AS004021,DENSHUN INDUSTRIES LTD,Accs:VGA Split2,VGA Splitter Cable 2  -  1,Non,1,1500.00,Accs,,,,C4-1241500372,1500.00,0.00,0.00,Non VAT,,-1500.00,0.00,1,2009-05-05,2009-05-05,,1500.00
Invoice,2009-05-05,AS004022,LANKA COMMODITY BROKERS LTD,HSTPRM,"Shared Hosting Charges
Premium Account
2048MB Space, 100Gb Transfer
MySql / Fixed IP",VAT,1,14640.00,,,,,D0-1241605702,16470.00,1976.40,12.00,VAT,,-18446.40,0.00,1,2009-05-05,2009-05-01,Due on receipt,14640.00
Invoice,2009-05-05,AS004022,LANKA COMMODITY BROKERS LTD,Item,"From 1st May   to 31th May 2009       USD120 @ 122/-
",Taxable Sales,1,0,,,,,D0-1241605702,16470.00,1976.40,12.00,VAT,,-18446.40,0.00,1,2009-05-05,2009-05-01,Due on receipt,0
Invoice,2009-05-05,AS004022,LANKA COMMODITY BROKERS LTD,HSTIP,Fixed IP,VAT,1,1830.00,,,,,D0-1241605702,16470.00,1976.40,12.00,VAT,,-18446.40,0.00,1,2009-05-05,2009-05-01,Due on receipt,1830.00
Invoice,2009-05-05,AS004022,LANKA COMMODITY BROKERS LTD,Item,From 1st May   to 31th May 2009       USD15 @ 122/-,Taxable Sales,1,0,,,,,D0-1241605702,16470.00,1976.40,12.00,VAT,,-18446.40,0.00,1,2009-05-05,2009-05-01,Due on receipt,0
Invoice,2009-05-06,AS004023,LANKA MOUNT CASTLE (PVT) LTD,Labour Charges,Consultancy Charges,VAT,1,7000.00,,,,,DE-1241605902,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,7000.00
Invoice,2009-05-06,AS004023,LANKA MOUNT CASTLE (PVT) LTD,Item,from   1st  May 2009   to   31th May 2009,Taxable Sales,1,0,,,,,DE-1241605902,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-06,AS004023,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,,,,DE-1241605902,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-06,AS004023,LANKA MOUNT CASTLE (PVT) LTD,Item,,Taxable Sales,1,0,,,,,DE-1241605902,7000.00,840.00,12.00,VAT,,-7840.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-06,AS004024,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,,,,E5-1241611063,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,2000.00
Invoice,2009-05-06,AS004024,STATEMAN HATS (Pvt) LTD.,Item,"Job Sheet: 8173
Ruwini Email restored",Taxable Sales,1,0,,,,,E5-1241611063,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-06,AS004025,STATEMAN HATS (Pvt) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,,,,EA-1241611253,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,2000.00
Invoice,2009-05-06,AS004025,STATEMAN HATS (Pvt) LTD.,Item,"Job Sheet 8215
",Taxable Sales,1,0,,,,,EA-1241611253,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-06,AS004025,STATEMAN HATS (Pvt) LTD.,Item,Subashini / Shakila / Nirmala issues resolved,Taxable Sales,1,0,,,,,EA-1241611253,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-06,AS004026,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,Labour Charges,Labour Charges,VAT,1,2000.00,,Fz,,,F0-1241611320,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,2000.00
Invoice,2009-05-06,AS004026,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,Item,Item,Taxable Sales,1,0,,Fz,,,F0-1241611320,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-06,AS004026,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,Item,Job Sheet 8094,Taxable Sales,1,0,,Fz,,,F0-1241611320,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-06,AS004026,KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,Item,Virus Cleanup - Wijendra,Taxable Sales,1,0,,Fz,,,F0-1241611320,2000.00,240.00,12.00,VAT,,-2240.00,0.00,1,2009-05-06,2009-05-06,Due on receipt,0
Invoice,2009-05-07,AS004027,STONE N STRING (PVT) LTD,VGA:VGA8mbA,8mb AGP VGA Card,Non,1,1900.00,VGA,AS,,,F7-1241689146,1900.00,0.00,0.00,Non VAT,,-1900.00,0.00,1,2009-05-07,2009-05-07,Due on receipt,1900.00
Invoice,2009-05-11,AS004028,KIDS UNLIMITED,Labels:ThermalRibbon,Thermal Wax Ribbon,VAT,3,3000.00,Labels,,,,FF-1242048732,3000.00,360.00,12.00,VAT,,-3360.00,0.00,1,2009-05-11,2009-05-11,Due on receipt,1000.00
Invoice,2009-05-13,AS004029,FCCISL,Synology:DS209,Synology Disk Station 209,Non,1,117500.00,Synology,SS,2441,,103-1242201077,117500.00,0.00,0.00,Non VAT,Tax,-117500.00,0.00,1,2009-05-13,2009-05-13,Due on receipt,117500.00
Invoice,2009-05-13,AS004029,FCCISL,Item,504022,Taxable Sales,1,0,,SS,2441,,103-1242201077,117500.00,0.00,0.00,Non VAT,Tax,-117500.00,0.00,1,2009-05-13,2009-05-13,Due on receipt,0
Invoice,2009-05-13,AS004029,FCCISL,OLD HDD:1TBHDDS,1 TB Hard Drive SATA,Non,2,0.00,OLD HDD,SS,2441,,103-1242201077,117500.00,0.00,0.00,Non VAT,Tax,-117500.00,0.00,1,2009-05-13,2009-05-13,Due on receipt,0.00
Invoice,2009-05-13,AS004029,FCCISL,Item,504019 504016,Taxable Sales,1,0,,SS,2441,,103-1242201077,117500.00,0.00,0.00,Non VAT,Tax,-117500.00,0.00,1,2009-05-13,2009-05-13,Due on receipt,0
Invoice,2009-05-13,AS004030,STATEMAN HATS (Pvt) LTD.,Labels:4x4 Labels,4 x 4 Thermal Transfer Labels - White,VAT,2000,9800.00,Labels,AS,7749,,10A-1242201263,24300.00,2916.00,12.00,VAT,,-27216.00,0.00,1,2009-05-13,2009-05-13,Due on receipt,4.90
Invoice,2009-05-13,AS004030,STATEMAN HATS (Pvt) LTD.,Item,4 Rolls @ 500 Stickers Each,Taxable Sales,1,0,,AS,7749,,10A-1242201263,24300.00,2916.00,12.00,VAT,,-27216.00,0.00,1,2009-05-13,2009-05-13,Due on receipt,0
Invoice,2009-05-13,AS004030,STATEMAN HATS (Pvt) LTD.,Item,Item,Taxable Sales,1,0,,AS,7749,,10A-1242201263,24300.00,2916.00,12.00,VAT,,-27216.00,0.00,1,2009-05-13,2009-05-13,Due on receipt,0
Invoice,2009-05-13,AS004030,STATEMAN HATS (Pvt) LTD.,Labels:ThermalRibbon,Thermal Wax Ribbon,VAT,10,14500.00,Labels,AS,7749,,10A-1242201263,24300.00,2916.00,12.00,VAT,,-27216.00,0.00,1,2009-05-13,2009-05-13,Due on receipt,1450.00
Invoice,2009-05-14,AS004031,STATEMAN HATS (Pvt) LTD.,keyboardMouse:Mouse,Mouse,Non,2,800.00,keyboardMouse,AS,,,111-1242271741,2600.00,0.00,0.00,Non VAT,,-2600.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,400.00
Invoice,2009-05-14,AS004031,STATEMAN HATS (Pvt) LTD.,keyboardMouse:Keyboard,Keyboard,Non,3,1800.00,keyboardMouse,AS,,,111-1242271741,2600.00,0.00,0.00,Non VAT,,-2600.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,600.00
Invoice,2009-05-14,AS004032,"DAVID PIERIS MOTOR CO. LTD.,",Synology:CS407e,CS407e - 4 Bay NAS,Non,1,69300.00,Synology,SS,,,116-1242294358,69300.00,0.00,0.00,Non VAT,,-69300.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,69300.00
Invoice,2009-05-14,AS004032,"DAVID PIERIS MOTOR CO. LTD.,",Item,502941,Taxable Sales,1,0,,SS,,,116-1242294358,69300.00,0.00,0.00,Non VAT,,-69300.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,0
Invoice,2009-05-14,AS004032,"DAVID PIERIS MOTOR CO. LTD.,",Item,Item,Taxable Sales,1,0,,SS,,,116-1242294358,69300.00,0.00,0.00,Non VAT,,-69300.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,0
Invoice,2009-05-14,AS004032,"DAVID PIERIS MOTOR CO. LTD.,",Item,PO NUMBER : MPOBTM2009051400021,Taxable Sales,1,0,,SS,,,116-1242294358,69300.00,0.00,0.00,Non VAT,,-69300.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,0
Invoice,2009-05-14,AS004033,PRETEC SYSTEMS,ActiveHDD:ActiveHDD - Pro,ActiveHDD - Pro Recovery Card,Non,5,13750.00,ActiveHDD,AS,,,11D-1242298275,13750.00,0.00,0.00,Non VAT,,-13750.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,2750.00
Invoice,2009-05-14,AS004033,PRETEC SYSTEMS,Item,Item,Taxable Sales,1,0,,AS,,,11D-1242298275,13750.00,0.00,0.00,Non VAT,,-13750.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,0
Invoice,2009-05-14,AS004033,PRETEC SYSTEMS,Item,2010482 2010521 2010491 2010459 2010532,Taxable Sales,1,0,,AS,,,11D-1242298275,13750.00,0.00,0.00,Non VAT,,-13750.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,0
Invoice,2009-05-14,AS004034,LANKA COMMODITY BROKERS LTD,Labour Charges,1.2Kva Power Tree Ups - Repair with 2 Batteries Replaced,VAT,1,4750.00,,AS,3167,,123-1242301985,13000.00,1560.00,12.00,VAT,,-14560.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,4750.00
Invoice,2009-05-14,AS004034,LANKA COMMODITY BROKERS LTD,Labour Charges,Ups  Repair Charges with 1 Battery Replaced,VAT,3,8250.00,,AS,3167,,123-1242301985,13000.00,1560.00,12.00,VAT,,-14560.00,0.00,1,2009-05-14,2009-05-14,Due on receipt,2750.00
Invoice,2009-05-15,AS004035,EXPRESS NEWSPAPERS (CEYLON) LTD,Synology:DS509+,Synology DS509+,Non,1,209950.00,Synology,Mahi,PO/2009/00114,,128-1242359920,209950.00,0.00,0.00,Non VAT,,-209950.00,0.00,1,2009-05-15,2009-05-15,Due on receipt,209950.00
