CustomerName,InvoiceNum,PaymentDate,ReferenceNum,Amount,PaymentMethod,DepositToAccount,Memo,UnusedPayment
STATEMAN HATS (Pvt) LTD.,AS005686,2015-04-20,750087,17200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005690,2015-04-20,750087,700.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005655,2015-04-20,750087,3000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005653,2015-04-20,750087,4000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005656,2015-04-20,750087,5000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005654,2015-04-20,750087,7000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005662,2015-04-20,750087,4000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005660,2015-04-20,750087,3000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005661,2015-04-20,750087,3000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005652,2015-04-20,750087,1500.00,Check,Undeposited Funds,,0.00
CCS Lanka Pvt Ltd,AS005715,2015-04-20,244854,217150.00,Check,Undeposited Funds,,0.00
Mr.Salman,AS005736,2015-04-20,629950,28750.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005567,2015-04-20,629926,36590.00,Check,Undeposited Funds,,0.00
IWMI International Water Management Insti,AS005720,2015-04-23,328952,526800.00,Check,Undeposited Funds,,0.00
CSN,AS005614,2015-04-23,441103,352750.00,Check,Undeposited Funds,,0.00
CARITAS,AS005765,2015-04-29,,5000.00,Check,Undeposited Funds,,0.00
UNION ASSURANCE PLC,AS005726,2015-04-30,030285,5000.00,Check,Undeposited Funds,,0.00
Open Systems Integrators,AS005727,2015-04-30,027097,59590.00,Check,Undeposited Funds,,0.00
ebase asia,AS005735,2015-04-30,,29729.35,Check,Undeposited Funds,,0.00
CAPITAL ALLIANCE GROUP,AS005733,2015-04-30,757200,18685.00,Check,Undeposited Funds,,0.00
Savinda Graphics system (Pvt) Ltd,AS005712,2015-04-30,634194,298455.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS005717,2015-05-05,746229,54000.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS005719,2015-05-05,746229,123000.00,Check,Undeposited Funds,,0.00
UNION ASSURANCE PLC,AS005710,2015-05-05,030441,37370.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE CO LTD.,",AS005716,2015-05-05,958418,15000.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE CO LTD.,",AS005730,2015-05-05,958418,12776.50,Check,Undeposited Funds,,0.00
Assetline Leasing Company Limited,AS005728,2015-05-05,469895,35350.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE CO LTD.,",AS005750,2015-05-05,958418,15000.00,Check,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS005721,2015-05-14,027815,198000.00,Check,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS005729,2015-05-14,027397,132000.00,Check,Undeposited Funds,,0.00
DP Technologies (pvt) Ltd,AS005731,2015-05-14,441744,10500.00,Check,Undeposited Funds,,0.00
DP Technologies (pvt) Ltd,AS005738,2015-05-14,441744,203010.00,Check,Undeposited Funds,,0.00
ZERANDIB MOTORS,AS005339,2015-05-14,070763,75000.00,Check,Undeposited Funds,,0.00
ZERANDIB MOTORS,AS005762,2015-05-14,070746,40000.00,Check,Undeposited Funds,,0.00
GP Garments,AS005732,2015-05-18,,30300.00,Check,Undeposited Funds,,0.00
DP Technologies (pvt) Ltd,AS005744,2015-06-11,454984,271690.00,Check,Undeposited Funds,,0.00
DP Technologies (pvt) Ltd,AS005745,2015-06-11,454984,209070.00,Check,Undeposited Funds,,0.00
DP Technologies (pvt) Ltd,AS005746,2015-06-11,454984,18180.00,Check,Undeposited Funds,,0.00
DP Technologies (pvt) Ltd,AS005747,2015-06-11,454984,18180.00,Check,Undeposited Funds,,0.00
ebase asia,AS005743,2015-06-11,039026,29729.35,Check,Undeposited Funds,,0.00
ebase asia,AS005752,2015-06-11,039026,29729.35,Check,Undeposited Funds,,0.00
ebase asia,AS005776,2015-06-11,039026,29729.35,Check,Undeposited Funds,,0.00
Red Dot Tours Lanka (Pvt)Ltd,AS005774,2015-06-11,787831,179780.00,Check,Undeposited Funds,,0.00
techtron,AS005763,2015-06-11,074308,180000.00,Check,Undeposited Funds,,0.00
Sense Micro Distributors,AS005549,2015-06-11,,54000.00,Check,Undeposited Funds,,0.00
R.M.Holdings (Pvt) Ltd,AS005742,2015-06-11,846045,110400.00,Check,Undeposited Funds,,0.00
Mr.Buddhika,AS005739,2015-06-11,,8000.00,Cash,Undeposited Funds,,0.00
Isoft Infosys,,2015-06-11,486399,65145.00,Check,Undeposited Funds,,0.00
Isoft Infosys,,2015-06-16,486399,65145.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS005748,2015-06-17,,27000.00,Cash,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS005749,2015-06-17,,27000.00,Cash,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE CO LTD.,",AS005775,2015-06-17,958651,15000.00,Check,Undeposited Funds,,0.00
SATRA Infrastructure Management Services,AS005768,2015-06-17,Direct Deposit,1146350.00,Cash,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS005751,2015-06-19,Deposit Bank,2011839.20,Check,Undeposited Funds,,0.00
HNB ASSUARANCE,AS005740,2015-06-19,Deposit Bank,75750.00,Check,Undeposited Funds,,0.00
Rangiri Sri Lanka Media Network,AS005684,2015-06-25,786810,30000.00,Check,Undeposited Funds,,0.00
Isoft Infosys,,2015-06-25,486399,1000.00,Check,Undeposited Funds,,0.00
Isoft Infosys,AS005761,2015-06-25,486399,64145.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005663,2015-06-25,307110,2000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005664,2015-06-25,307110,2000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005665,2015-06-25,307110,5000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005666,2015-06-25,307110,4000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005667,2015-06-25,307110,3000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005668,2015-06-25,307110,2000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005669,2015-06-25,307110,2000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005670,2015-06-25,307110,4000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005674,2015-06-25,307110,3000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005634,2015-06-25,666786,35100.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS005766,2015-06-25,870647,49995.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005781,2015-06-30,887081,58075.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005286,2015-06-30,887081,17200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005780,2015-06-30,887081,17200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005783,2015-06-30,887081,11312.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005757,2015-06-30,887081,3030.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005755,2015-06-30,887081,51510.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005754,2015-06-30,887081,17200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005756,2015-06-30,887081,2000.00,Check,Undeposited Funds,,0.00
Seylan,AS005807,2015-06-30,953817,125046.08,Check,Undeposited Funds,,0.00
Ceylon Tea Services - Dilma,AS005778,2015-06-30,801518,23331.00,Check,Undeposited Funds,,0.00
Travel Center UK,AS005825,2015-07-03,291646,348450.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS005766,2015-07-07,870648,49995.00,Check,Undeposited Funds,,0.00
Looklet Design & Production,AS005789,2015-07-07,535823,298354.00,Check,Undeposited Funds,,0.00
Singer(Sri Lanka)PLC,AS005784,2015-07-07,907940,376225.00,Check,Undeposited Funds,,0.00
Mountcastle Pty Ltd AUS,AS005809,2015-07-13,,322000.00,Check,Undeposited Funds,,0.00
Mountcastle Pty Ltd,AS005796,2015-07-13,,3000.00,Check,Undeposited Funds,,0.00
Mountcastle Pty Ltd,AS005797,2015-07-13,,2000.00,Check,Undeposited Funds,,0.00
Mountcastle Pty Ltd,AS005810,2015-07-13,,99000.00,Check,Undeposited Funds,,0.00
Mountcastle Pty Ltd,AS005811,2015-07-13,,102000.00,Check,Undeposited Funds,,0.00
Mountcastle Pty Ltd,AS005812,2015-07-13,,105000.00,Check,Undeposited Funds,,0.00
Mountcastle Pty Ltd,AS005821,2015-07-13,,302000.00,Check,Undeposited Funds,,0.00
Mountcastle Pty Ltd,AS005835,2015-07-13,,36500.00,Check,Undeposited Funds,,0.00
MICROCELLS LTD,AS005813,2015-07-14,,18000.00,Cash,Undeposited Funds,,0.00
Taj Samudra,AS005769,2015-07-14,306673,402990.00,Check,Undeposited Funds,,0.00
The Computer Center (pvt) Ltd,AS005806,2015-07-15,346133,200600.00,Check,Undeposited Funds,,0.00
Ceylon Electricity Board-Kolonnawa,AS005824,2015-07-27,964047,80295.00,Check,Undeposited Funds,,0.00
Gennext (Pvt)Ltd,AS005790,2015-07-27,732487,16750.00,Check,Undeposited Funds,,0.00
Mr.Fahim Farook,AS005862,2015-07-28,202746,76000.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS005849,2015-07-28,307479,11500.00,Check,Undeposited Funds,,0.00
Siemens AG,AS005860,2015-07-28,864948-864949,189375.00,Check,Undeposited Funds,,0.00
Digital Commerce Lanka (Pvt) Ltd,AS005800,2015-08-03,,150000.00,Check,Undeposited Funds,,0.00
ebase asia,AS005770,2015-08-03,039085,29729.35,Check,Undeposited Funds,,0.00
ebase asia,AS005777,2015-08-03,039085,29729.35,Check,Undeposited Funds,,0.00
Eureka Technology Partners (Pvt)Ltd,AS005826,2015-08-03,655334,66000.00,Check,Undeposited Funds,,0.00
MTI Consulting,AS005866,2015-08-04,458584,314500.00,Check,Undeposited Funds,,0.00
DSI,AS005801,2015-08-04,562595,44500.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005722,2015-08-04,,4000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005723,2015-08-04,,2000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005725,2015-08-04,,2000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005791,2015-08-04,,2500.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005792,2015-08-04,,4000.00,Check,Undeposited Funds,,0.00
Maharaja Entertainments (Pvt) Ltd,AS005787,2015-08-07,498123,20200.00,Check,Undeposited Funds,,0.00
ASIAN MEDIA PUBLICATION (PVT)LTD,AS005859,2015-08-07,616204,18685.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE CO LTD.,",AS005802,2015-08-10,958835,15000.00,Check,Undeposited Funds,,0.00
Mr.R.C.De Silva,AS005879,2015-08-12,,12625.00,Cash,Undeposited Funds,,0.00
Isoft Infosys,AS005761,2015-08-13,,1000.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS005724,2015-08-14,784756,1500.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS005741,2015-08-14,784756,160000.00,Check,Undeposited Funds,,0.00
Amana Global Limited,AS005845,2015-08-14,,150490.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE CO LTD.,",AS005846,2015-08-14,958933,15000.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS005839,2015-08-14,,27000.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS005840,2015-08-14,,27000.00,Check,Undeposited Funds,,0.00
SGS Lanka (pvt) Ltd.,AS005847,2015-08-20,020559,122210.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005519,2015-08-20,,12000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005705,2015-08-20,,12000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005808,2015-08-20,,158400.00,Check,Undeposited Funds,,0.00
Digital Mobility Solutions Lanka (pvt)Ltd,AS005767,2015-08-21,660031,3000.00,Check,Undeposited Funds,,0.00
DSI,AS005836,2015-08-24,618956,126000.00,Check,Undeposited Funds,,0.00
Aitken Spence Travels (Private)Limited.,AS005844,2015-08-24,,12625.00,Check,Undeposited Funds,,0.00
Access Projects (Pvt)Ltd,AS005814,2015-08-28,730333,151399.00,Check,Undeposited Funds,,0.00
DP Technologies (pvt) Ltd,AS005881,2015-08-28,473185,11500.00,Check,Undeposited Funds,,0.00
American Premium Water Systems (Pvt)Ltd,AS005861,2015-08-28,253125,127260.00,Check,Undeposited Funds,,0.00
Avian,AS005852,2015-08-31,783171,121200.00,Check,Undeposited Funds,,0.00
Peoples Merchant Bank,AS005788,2015-09-04,104671,24997.50,Check,Undeposited Funds,,0.00
Ultimate Solutions,AS005865,2015-09-04,,31562.50,Cash,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005798,2015-09-08,653860,36590.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005838,2015-09-08,653860,36590.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005877,2015-09-08,653860,36590.00,Check,Undeposited Funds,,0.00
Digital Mobility Solutions Lanka (pvt)Ltd,AS005734,2015-09-08,665672,60000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005799,2015-09-08,531930,17200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005816,2015-09-08,531930,4000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005829,2015-09-08,531930,5000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005830,2015-09-08,531930,2600.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005831,2015-09-08,531930,2000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005837,2015-09-08,531930,17200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005869,2015-09-08,531930,5000.00,Check,Undeposited Funds,,0.00
Cargills (Ceylon) PLC,AS005834,2015-09-08,,581400.00,Check,Undeposited Funds,,0.00
Cargills (Ceylon) PLC,AS005848,2015-09-08,,19380.00,Check,Undeposited Funds,,0.00
NOLIMIT,AS005880,2015-09-09,703698,203010.00,Check,Undeposited Funds,,0.00
Digital Commerce Lanka (Pvt) Ltd,AS005828,2015-09-09,410698,20000.00,Check,Undeposited Funds,,0.00
Synergy Ventures,AS005680,2015-09-10,838925,2000.00,Check,Undeposited Funds,,0.00
Synergy Ventures,AS005681,2015-09-10,838925,2500.00,Check,Undeposited Funds,,0.00
Synergy Ventures,AS005692,2015-09-10,838925,2500.00,Check,Undeposited Funds,,0.00
Synergy Ventures,AS005760,2015-09-10,838925,1000.00,Check,Undeposited Funds,,0.00
Synergy Ventures,AS005773,2015-09-10,838925,6000.00,Check,Undeposited Funds,,0.00
Synergy Ventures,AS005793,2015-09-10,838925,4000.00,Check,Undeposited Funds,,0.00
Synergy Ventures,AS005817,2015-09-10,838925,2000.00,Check,Undeposited Funds,,0.00
Synergy Ventures,AS005872,2015-09-10,838925,2500.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS005854,2015-09-14,477270,538330.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS005856,2015-09-14,477270,1104940.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS005857,2015-09-14,477270,286840.00,Check,Undeposited Funds,,0.00
Sinnadurai Sundaralingam & Balendra,AS005909,2015-09-15,147458,56047.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005867,2015-09-22,,193000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005864,2015-09-22,,12000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005863,2015-09-22,,18000.00,Check,Undeposited Funds,,0.00
NOLIMIT,AS005914,2015-10-06,703772,1015050.00,Check,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS005915,2015-10-06,616474,30000.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS005885,2015-10-12,615527,36450.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS005890,2015-10-12,615527,2000.00,Check,Undeposited Funds,,0.00
Ballys Limited,AS005921,2015-10-13,,7500.00,Cash,Undeposited Funds,,0.00
Union Assurance General Ltd,AS005875,2015-10-13,040974,224725.00,Check,Undeposited Funds,,0.00
Lanka Hydraulic Institute Ltd,AS005888,2015-10-21,,264620.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005602,2015-10-22,,6000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005603,2015-10-22,,6000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005882,2015-10-22,,551460.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005874,2015-10-22,,154400.00,Check,Undeposited Funds,,0.00
Sinnadurai Sundaralingam & Balendra,AS005909,2015-10-22,147487,36873.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE PLC.,",AS005878,2015-10-29,959226,15000.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE PLC.,",AS005911,2015-10-29,959226,15000.00,Check,Undeposited Funds,,0.00
DP Technologies (pvt) Ltd,AS005925,2015-10-29,488547,63630.00,Check,Undeposited Funds,,0.00
Mr.Warna Lokubalasuriya,AS005939,2015-10-30,,42000.00,Cash,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005599,2015-11-03,,146300.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005782,2015-11-03,,650.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005822,2015-11-03,,72000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005842,2015-11-03,,3000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005870,2015-11-03,,4000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005871,2015-11-03,,3000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005873,2015-11-03,,17200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005876,2015-11-03,,81000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005891,2015-11-03,,3000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005892,2015-11-03,,4000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005893,2015-11-03,,2000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005894,2015-11-03,,750.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005895,2015-11-03,,8000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005897,2015-11-03,,12500.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005898,2015-11-03,,750.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005901,2015-11-03,,2250.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005908,2015-11-03,,17200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS005918,2015-11-03,,1350.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS005857,2015-11-03,,193110.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS005857,2015-11-03,,550250.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS005858,2015-11-03,,1186750.00,Check,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS005913,2015-11-04,031358,132000.00,Check,Undeposited Funds,,0.00
Galle Face Hotel,AS005912,2015-11-09,994050,285830.00,Check,Undeposited Funds,,0.00
ATG Ceylon (Pvt) Ltd,AS005917,2015-11-11,009322,50662.00,Check,Undeposited Funds,,0.00
Dialog Broadband Network (Pvt) Ltd.,AS005758,2015-11-11,018581,30000.00,Check,Undeposited Funds,,0.00
My Logic Technical Services,AS005926,2015-11-17,022463,59085.00,Check,Undeposited Funds,,0.00
E Logic Lanka,AS005923,2015-11-17,292329-292330,88375.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005759,2015-11-17,823496,2000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005771,2015-11-17,823496,6000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005794,2015-11-17,823496,4000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005795,2015-11-17,823496,1500.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005815,2015-11-17,823496,3000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005819,2015-11-17,823496,4000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005823,2015-11-17,823496,6000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005832,2015-11-17,823496,2800.00,Check,Undeposited Funds,,0.00
Avian,AS005922,2015-11-30,807828,93425.00,Check,Undeposited Funds,,0.00
IWMI International Water Management Insti,AS005947,2015-11-30,329585,335000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS005942,2015-11-30,823856,140000.00,Check,Undeposited Funds,,0.00
NOLIMIT,AS005920,2015-11-30,726133,116000.00,Check,Undeposited Funds,,0.00
FITIS,AS005946,2015-11-30,,25000.00,Check,Undeposited Funds,,0.00
FITIS,AS005961,2015-11-30,,25000.00,Check,Undeposited Funds,,0.00
FITIS,AS005962,2015-11-30,,25000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS006113,2015-11-30,"914556,914557,914558",204000.00,Check,Undeposited Funds,,0.00
ebase asia,AS006087,2015-11-30,085426,31000.00,Check,Undeposited Funds,,0.00
HNB ASSUARANCE,AS005934,2015-12-03,Deposit Bank,995860.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005138,2015-12-09,995365,35380.80,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005718,2015-12-09,629926,36590.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005753,2015-12-09,652995,36590.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005779,2015-12-09,653393,36590.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005910,2015-12-09,681309,36590.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005948,2015-12-09,682025,39592.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005928,2015-12-09,681640,39592.00,Check,Undeposited Funds,,0.00
Mr.Harsha Wanigatunga.,AS005940,2015-12-09,571558,154000.00,Check,Undeposited Funds,,0.00
Silvacos (Pvt) Ltd,AS005944,2015-12-09,579443,87264.00,Check,Undeposited Funds,,0.00
We Effect,AS005953,2015-12-09,589686,43700.00,Check,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS005941,2015-12-09,032001,488840.00,Check,Undeposited Funds,,0.00
OKELTA Doctering Your IT Solution,AS005943,2015-12-11,498574,74235.00,Check,Undeposited Funds,,0.00
NOLIMIT,AS005960,2015-12-14,726272,630240.00,Check,Undeposited Funds,,0.00
Associated Electrical Corporation Limited,AS005977,2015-12-14,736948,145440.00,Check,Undeposited Funds,,0.00
"ASIAN ALLIANCE INSURANCE PLC.,",AS005929,2015-12-17,959910,15000.00,Check,Undeposited Funds,,0.00
Ceylon  Electricity Board-Kolonnawa,AS005959,2015-12-22,187882,82820.00,Check,Undeposited Funds,,0.00
EXPRESS NEWSPAPERS (CEYLON) LTD,AS005958,2015-12-22,901335,18685.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS005950,2015-12-22,,200000.00,Check,Undeposited Funds,,0.00
Gennext (Pvt)Ltd,AS005935,2015-12-22,808407,100200.00,Check,Undeposited Funds,,0.00
Mr.Buddhika,AS005951,2015-12-22,,192910.00,Cash,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS006033,2015-12-30,653208,19000.00,Check,Undeposited Funds,,0.00
Asiri,AS005945,2016-01-04,004026,30000.00,Check,Undeposited Funds,,0.00
Eureka Technology Partners (Pvt)Ltd,AS005963,2016-01-04,731334,341077.00,Check,Undeposited Funds,,0.00
Dialog Axiata PLC,AS005976,2016-01-04,170159,642000.00,Check,Undeposited Funds,,0.00
Merbok MDF Lanka (Pvt) Ltd,AS006032,2016-01-04,505359,49995.00,Check,Undeposited Funds,,0.00
Fazaal Ceramics,AS005980,2016-01-04,,237400.00,Check,Undeposited Funds,,0.00
Rangiri Sri Lanka Media Network,AS005931,2016-01-04,,30000.00,Check,Undeposited Funds,,0.00
Mr.Gayan,AS006030,2016-01-04,,70850.00,Cash,Undeposited Funds,,0.00
Tritech Engineers (Pvt) Ltd,AS005955,2016-01-04,,313100.00,Check,Undeposited Funds,,0.00
Volume Technology Centre,AS005975,2016-01-05,,220432.50,Cash,Undeposited Funds,,0.00
Central Hospital,AS005936,2016-01-06,,6000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005937,2016-01-06,,6000.00,Check,Undeposited Funds,,0.00
Central Hospital,AS005938,2016-01-06,,12000.00,Check,Undeposited Funds,,0.00
Fazaal Ceramics,AS005675,2016-01-12,260024,1000.00,Check,Undeposited Funds,,0.00
Fazaal Ceramics,AS005932,2016-01-12,863252,38000.00,Check,Undeposited Funds,,0.00
